#  r/R             c            rho               A1          A2            A3         A4            A5
  4.817324E-01  3.054981E+07  1.627122E+00  7.842175E+00  3.718466E+00  1.665441E+00  1.302075E+00  4.419254E-01
  4.800025E-01  3.061425E+07  1.656744E+00  7.914619E+00  3.710244E+00  1.665445E+00  1.299503E+00  4.458520E-01
  4.782757E-01  3.067878E+07  1.686895E+00  7.987754E+00  3.702012E+00  1.665448E+00  1.296903E+00  4.498097E-01
  4.765520E-01  3.074340E+07  1.717585E+00  8.061585E+00  3.693769E+00  1.665450E+00  1.294279E+00  4.537987E-01
  4.748313E-01  3.080812E+07  1.748823E+00  8.136119E+00  3.685514E+00  1.665453E+00  1.291633E+00  4.578191E-01
  4.731136E-01  3.087295E+07  1.780617E+00  8.211361E+00  3.677244E+00  1.665457E+00  1.288922E+00  4.618711E-01
  4.713990E-01  3.093788E+07  1.812977E+00  8.287318E+00  3.668959E+00  1.665461E+00  1.286127E+00  4.659547E-01
  4.696874E-01  3.100293E+07  1.845913E+00  8.363996E+00  3.660656E+00  1.665465E+00  1.283289E+00  4.700702E-01
  4.679789E-01  3.106808E+07  1.879433E+00  8.441401E+00  3.652336E+00  1.665470E+00  1.280405E+00  4.742176E-01
  4.662735E-01  3.113336E+07  1.913548E+00  8.519540E+00  3.643998E+00  1.665476E+00  1.277470E+00  4.783971E-01
  4.645710E-01  3.119875E+07  1.948267E+00  8.598418E+00  3.635640E+00  1.665483E+00  1.274501E+00  4.826088E-01
  4.628717E-01  3.126427E+07  1.983600E+00  8.678042E+00  3.627263E+00  1.665490E+00  1.271502E+00  4.868528E-01
  4.611753E-01  3.132990E+07  2.019558E+00  8.758418E+00  3.618864E+00  1.665498E+00  1.268476E+00  4.911295E-01
  4.594820E-01  3.139566E+07  2.056151E+00  8.839554E+00  3.610444E+00  1.665506E+00  1.265424E+00  4.954388E-01
  4.577917E-01  3.146154E+07  2.093390E+00  8.921455E+00  3.602002E+00  1.665515E+00  1.262348E+00  4.997810E-01
  4.561044E-01  3.152755E+07  2.131285E+00  9.004128E+00  3.593537E+00  1.665526E+00  1.259249E+00  5.041563E-01
  4.544201E-01  3.159369E+07  2.169847E+00  9.087579E+00  3.585050E+00  1.665537E+00  1.256130E+00  5.085649E-01
  4.527388E-01  3.165995E+07  2.209088E+00  9.171815E+00  3.576538E+00  1.665548E+00  1.252991E+00  5.130068E-01
  4.510606E-01  3.172634E+07  2.249019E+00  9.256844E+00  3.568003E+00  1.665561E+00  1.249839E+00  5.174823E-01
  4.493853E-01  3.179286E+07  2.289651E+00  9.342670E+00  3.559443E+00  1.665574E+00  1.246704E+00  5.219916E-01
  4.477130E-01  3.185951E+07  2.330996E+00  9.429303E+00  3.550860E+00  1.665589E+00  1.243593E+00  5.265350E-01
  4.460438E-01  3.192628E+07  2.373066E+00  9.516747E+00  3.542253E+00  1.665603E+00  1.240431E+00  5.311128E-01
  4.443775E-01  3.199317E+07  2.415874E+00  9.605010E+00  3.533620E+00  1.665619E+00  1.237167E+00  5.357248E-01
  4.427142E-01  3.206021E+07  2.459429E+00  9.694098E+00  3.524959E+00  1.665636E+00  1.233840E+00  5.403713E-01
  4.410538E-01  3.212739E+07  2.503745E+00  9.784019E+00  3.516270E+00  1.665654E+00  1.230486E+00  5.450522E-01
  4.393964E-01  3.219469E+07  2.548833E+00  9.874780E+00  3.507555E+00  1.665672E+00  1.227104E+00  5.497678E-01
  4.377420E-01  3.226213E+07  2.594706E+00  9.966387E+00  3.498813E+00  1.665689E+00  1.223694E+00  5.545182E-01
  4.360906E-01  3.232970E+07  2.641377E+00  1.005885E+01  3.490044E+00  1.665707E+00  1.220256E+00  5.593035E-01
  4.344420E-01  3.239739E+07  2.688860E+00  1.015217E+01  3.481250E+00  1.665723E+00  1.216791E+00  5.641240E-01
  4.327964E-01  3.246520E+07  2.737166E+00  1.024636E+01  3.472430E+00  1.665738E+00  1.213297E+00  5.689798E-01
  4.311538E-01  3.253313E+07  2.786308E+00  1.034142E+01  3.463584E+00  1.665751E+00  1.209777E+00  5.738709E-01
  4.295141E-01  3.260118E+07  2.836302E+00  1.043737E+01  3.454712E+00  1.665763E+00  1.206232E+00  5.787976E-01
  4.278773E-01  3.266934E+07  2.887159E+00  1.053420E+01  3.445815E+00  1.665773E+00  1.202663E+00  5.837600E-01
  4.262434E-01  3.273763E+07  2.938894E+00  1.063193E+01  3.436890E+00  1.665781E+00  1.199072E+00  5.887583E-01
  4.246125E-01  3.280605E+07  2.991521E+00  1.073056E+01  3.427937E+00  1.665789E+00  1.195461E+00  5.937926E-01
  4.229845E-01  3.287460E+07  3.045054E+00  1.083011E+01  3.418954E+00  1.665796E+00  1.191835E+00  5.988631E-01
  4.213593E-01  3.294329E+07  3.099507E+00  1.093057E+01  3.409940E+00  1.665803E+00  1.188195E+00  6.039699E-01
  4.197371E-01  3.301212E+07  3.154897E+00  1.103195E+01  3.400892E+00  1.665811E+00  1.184514E+00  6.091133E-01
  4.181178E-01  3.308112E+07  3.211235E+00  1.113427E+01  3.391808E+00  1.665822E+00  1.180735E+00  6.142932E-01
  4.165013E-01  3.315028E+07  3.268537E+00  1.123753E+01  3.382686E+00  1.665834E+00  1.176882E+00  6.195095E-01
  4.148877E-01  3.321962E+07  3.326817E+00  1.134173E+01  3.373525E+00  1.665848E+00  1.173006E+00  6.247624E-01
  4.132770E-01  3.328912E+07  3.386091E+00  1.144689E+01  3.364325E+00  1.665864E+00  1.169108E+00  6.300520E-01
  4.116691E-01  3.335880E+07  3.446374E+00  1.155301E+01  3.355085E+00  1.665883E+00  1.165190E+00  6.353784E-01
  4.100641E-01  3.342865E+07  3.507681E+00  1.166011E+01  3.345806E+00  1.665903E+00  1.161254E+00  6.407416E-01
  4.084619E-01  3.349867E+07  3.570028E+00  1.176817E+01  3.336488E+00  1.665925E+00  1.157330E+00  6.461419E-01
  4.068625E-01  3.356886E+07  3.633433E+00  1.187723E+01  3.327131E+00  1.665948E+00  1.153427E+00  6.515795E-01
  4.052659E-01  3.363920E+07  3.697912E+00  1.198728E+01  3.317737E+00  1.665973E+00  1.149518E+00  6.570546E-01
  4.036722E-01  3.370970E+07  3.763482E+00  1.209832E+01  3.308307E+00  1.665997E+00  1.145591E+00  6.625673E-01
  4.020813E-01  3.378034E+07  3.830159E+00  1.221038E+01  3.298841E+00  1.666022E+00  1.141645E+00  6.681177E-01
  4.004931E-01  3.385112E+07  3.897960E+00  1.232345E+01  3.289341E+00  1.666045E+00  1.137680E+00  6.737060E-01
  3.989078E-01  3.392204E+07  3.966903E+00  1.243755E+01  3.279808E+00  1.666066E+00  1.133695E+00  6.793323E-01
  3.973252E-01  3.399309E+07  4.037005E+00  1.255267E+01  3.270241E+00  1.666086E+00  1.129690E+00  6.849967E-01
  3.957454E-01  3.406426E+07  4.108284E+00  1.266884E+01  3.260642E+00  1.666103E+00  1.125666E+00  6.906993E-01
  3.941684E-01  3.413556E+07  4.180758E+00  1.278605E+01  3.251011E+00  1.666118E+00  1.121612E+00  6.964403E-01
  3.925941E-01  3.420699E+07  4.254443E+00  1.290432E+01  3.241346E+00  1.666131E+00  1.117465E+00  7.022197E-01
  3.910225E-01  3.427857E+07  4.329358E+00  1.302365E+01  3.231644E+00  1.666142E+00  1.113217E+00  7.080373E-01
  3.894537E-01  3.435030E+07  4.405518E+00  1.314405E+01  3.221903E+00  1.666153E+00  1.108927E+00  7.138931E-01
  3.878877E-01  3.442218E+07  4.482943E+00  1.326553E+01  3.212123E+00  1.666162E+00  1.104605E+00  7.197872E-01
  3.863243E-01  3.449423E+07  4.561651E+00  1.338809E+01  3.202302E+00  1.666171E+00  1.100255E+00  7.257195E-01
  3.847637E-01  3.456645E+07  4.641661E+00  1.351175E+01  3.192440E+00  1.666181E+00  1.095877E+00  7.316901E-01
  3.832057E-01  3.463883E+07  4.722991E+00  1.363651E+01  3.182535E+00  1.666191E+00  1.091475E+00  7.376991E-01
  3.816505E-01  3.471140E+07  4.805661E+00  1.376238E+01  3.172587E+00  1.666201E+00  1.087051E+00  7.437465E-01
  3.800979E-01  3.478413E+07  4.889690E+00  1.388937E+01  3.162596E+00  1.666212E+00  1.082608E+00  7.498324E-01
  3.785480E-01  3.485705E+07  4.975098E+00  1.401748E+01  3.152560E+00  1.666224E+00  1.078146E+00  7.559568E-01
  3.770008E-01  3.493014E+07  5.061904E+00  1.414673E+01  3.142481E+00  1.666236E+00  1.073670E+00  7.621197E-01
  3.754562E-01  3.500340E+07  5.150129E+00  1.427712E+01  3.132358E+00  1.666249E+00  1.069180E+00  7.683213E-01
  3.739143E-01  3.507683E+07  5.239794E+00  1.440866E+01  3.122191E+00  1.666262E+00  1.064686E+00  7.745615E-01
  3.723750E-01  3.515044E+07  5.330918E+00  1.454136E+01  3.111982E+00  1.666275E+00  1.060208E+00  7.808406E-01
  3.708383E-01  3.522420E+07  5.423523E+00  1.467522E+01  3.101731E+00  1.666288E+00  1.055740E+00  7.871585E-01
  3.693043E-01  3.529814E+07  5.517632E+00  1.481026E+01  3.091437E+00  1.666302E+00  1.051264E+00  7.935156E-01
  3.677729E-01  3.537223E+07  5.613264E+00  1.494648E+01  3.081102E+00  1.666314E+00  1.046747E+00  7.999117E-01
  3.662441E-01  3.544648E+07  5.710441E+00  1.508388E+01  3.070723E+00  1.666327E+00  1.042135E+00  8.063467E-01
  3.647179E-01  3.552092E+07  5.809180E+00  1.522249E+01  3.060301E+00  1.666340E+00  1.037452E+00  8.128203E-01
  3.631943E-01  3.559553E+07  5.909504E+00  1.536230E+01  3.049832E+00  1.666352E+00  1.032743E+00  8.193325E-01
  3.616733E-01  3.567031E+07  6.011433E+00  1.550332E+01  3.039319E+00  1.666365E+00  1.028009E+00  8.258833E-01
  3.601548E-01  3.574528E+07  6.114990E+00  1.564556E+01  3.028760E+00  1.666379E+00  1.023249E+00  8.324725E-01
  3.586390E-01  3.582043E+07  6.220195E+00  1.578903E+01  3.018154E+00  1.666393E+00  1.018465E+00  8.391002E-01
  3.571257E-01  3.589577E+07  6.327071E+00  1.593374E+01  3.007503E+00  1.666407E+00  1.013658E+00  8.457662E-01
  3.556149E-01  3.597128E+07  6.435640E+00  1.607969E+01  2.996804E+00  1.666422E+00  1.008830E+00  8.524705E-01
  3.541068E-01  3.604699E+07  6.545923E+00  1.622689E+01  2.986060E+00  1.666437E+00  1.003982E+00  8.592130E-01
  3.526011E-01  3.612287E+07  6.657944E+00  1.637536E+01  2.975268E+00  1.666452E+00  9.991177E-01  8.659937E-01
  3.510980E-01  3.619894E+07  6.771725E+00  1.652509E+01  2.964431E+00  1.666468E+00  9.942341E-01  8.728125E-01
  3.495974E-01  3.627519E+07  6.887288E+00  1.667609E+01  2.953547E+00  1.666485E+00  9.893364E-01  8.796692E-01
  3.480994E-01  3.635162E+07  7.004656E+00  1.682837E+01  2.942616E+00  1.666501E+00  9.844290E-01  8.865639E-01
  3.466039E-01  3.642823E+07  7.123853E+00  1.698195E+01  2.931641E+00  1.666517E+00  9.795097E-01  8.934964E-01
  3.451109E-01  3.650502E+07  7.244902E+00  1.713682E+01  2.920620E+00  1.666534E+00  9.745814E-01  9.004667E-01
  3.436204E-01  3.658197E+07  7.367826E+00  1.729299E+01  2.909554E+00  1.666549E+00  9.696458E-01  9.074747E-01
  3.421324E-01  3.665909E+07  7.492648E+00  1.745048E+01  2.898444E+00  1.666565E+00  9.646799E-01  9.145204E-01
  3.406470E-01  3.673638E+07  7.619391E+00  1.760928E+01  2.887290E+00  1.666579E+00  9.596454E-01  9.216033E-01
  3.391640E-01  3.681384E+07  7.748076E+00  1.776941E+01  2.876092E+00  1.666592E+00  9.545592E-01  9.287232E-01
  3.376836E-01  3.689147E+07  7.878726E+00  1.793087E+01  2.864850E+00  1.666603E+00  9.494530E-01  9.358798E-01
  3.362056E-01  3.696926E+07  8.011364E+00  1.809366E+01  2.853563E+00  1.666614E+00  9.443277E-01  9.430730E-01
  3.347302E-01  3.704722E+07  8.146014E+00  1.825781E+01  2.842233E+00  1.666623E+00  9.391840E-01  9.503025E-01
  3.332572E-01  3.712535E+07  8.282698E+00  1.842330E+01  2.830858E+00  1.666630E+00  9.340227E-01  9.575682E-01
  3.317868E-01  3.720364E+07  8.421439E+00  1.859015E+01  2.819439E+00  1.666637E+00  9.288446E-01  9.648699E-01
  3.303188E-01  3.728210E+07  8.562262E+00  1.875837E+01  2.807977E+00  1.666643E+00  9.236506E-01  9.722072E-01
  3.288534E-01  3.736073E+07  8.705189E+00  1.892795E+01  2.796470E+00  1.666647E+00  9.184415E-01  9.795800E-01
  3.273904E-01  3.743952E+07  8.850243E+00  1.909891E+01  2.784919E+00  1.666651E+00  9.132183E-01  9.869881E-01
  3.259300E-01  3.751849E+07  8.997447E+00  1.927125E+01  2.773324E+00  1.666654E+00  9.079813E-01  9.944310E-01
  3.244721E-01  3.759762E+07  9.146823E+00  1.944498E+01  2.761686E+00  1.666656E+00  9.027303E-01  1.001909E+00
  3.230167E-01  3.767692E+07  9.298395E+00  1.962010E+01  2.750003E+00  1.666658E+00  8.974663E-01  1.009421E+00
  3.215639E-01  3.775639E+07  9.452185E+00  1.979662E+01  2.738276E+00  1.666660E+00  8.921924E-01  1.016966E+00
  3.201136E-01  3.783603E+07  9.608215E+00  1.997453E+01  2.726505E+00  1.666662E+00  8.869108E-01  1.024546E+00
  3.186658E-01  3.791584E+07  9.766507E+00  2.015385E+01  2.714690E+00  1.666664E+00  8.816228E-01  1.032159E+00
  3.172206E-01  3.799582E+07  9.927082E+00  2.033457E+01  2.702831E+00  1.666667E+00  8.763182E-01  1.039805E+00
  3.157781E-01  3.807598E+07  1.008996E+01  2.051671E+01  2.690928E+00  1.666670E+00  8.709427E-01  1.047483E+00
  3.143381E-01  3.815630E+07  1.025516E+01  2.070026E+01  2.678982E+00  1.666674E+00  8.654941E-01  1.055193E+00
  3.129007E-01  3.823680E+07  1.042270E+01  2.088522E+01  2.666992E+00  1.666676E+00  8.600209E-01  1.062934E+00
  3.114660E-01  3.831746E+07  1.059259E+01  2.107160E+01  2.654961E+00  1.666679E+00  8.545293E-01  1.070705E+00
  3.100340E-01  3.839828E+07  1.076485E+01  2.125939E+01  2.642887E+00  1.666681E+00  8.490188E-01  1.078506E+00
  3.086047E-01  3.847926E+07  1.093951E+01  2.144860E+01  2.630773E+00  1.666682E+00  8.434883E-01  1.086336E+00
  3.071782E-01  3.856039E+07  1.111657E+01  2.163923E+01  2.618619E+00  1.666683E+00  8.379369E-01  1.094194E+00
  3.057545E-01  3.864168E+07  1.129605E+01  2.183126E+01  2.606425E+00  1.666684E+00  8.323636E-01  1.102080E+00
  3.043337E-01  3.872311E+07  1.147796E+01  2.202470E+01  2.594193E+00  1.666683E+00  8.267674E-01  1.109992E+00
  3.029158E-01  3.880469E+07  1.166231E+01  2.221955E+01  2.581922E+00  1.666682E+00  8.211473E-01  1.117931E+00
  3.015009E-01  3.888641E+07  1.184911E+01  2.241578E+01  2.569615E+00  1.666681E+00  8.155022E-01  1.125894E+00
  3.000891E-01  3.896827E+07  1.203837E+01  2.261341E+01  2.557271E+00  1.666679E+00  8.098313E-01  1.133880E+00
  2.986805E-01  3.905027E+07  1.223009E+01  2.281241E+01  2.544892E+00  1.666676E+00  8.041337E-01  1.141889E+00
  2.972751E-01  3.913239E+07  1.242427E+01  2.301277E+01  2.532479E+00  1.666674E+00  7.984090E-01  1.149919E+00
  2.958731E-01  3.921464E+07  1.262091E+01  2.321447E+01  2.520032E+00  1.666671E+00  7.926578E-01  1.157969E+00
  2.944747E-01  3.929701E+07  1.282000E+01  2.341751E+01  2.507553E+00  1.666668E+00  7.868813E-01  1.166038E+00
  2.930799E-01  3.937949E+07  1.302153E+01  2.362185E+01  2.495044E+00  1.666666E+00  7.810806E-01  1.174123E+00
  2.916888E-01  3.946209E+07  1.322550E+01  2.382749E+01  2.482506E+00  1.666665E+00  7.752511E-01  1.182223E+00
  2.903018E-01  3.954478E+07  1.343189E+01  2.403438E+01  2.469940E+00  1.666663E+00  7.693514E-01  1.190336E+00
  2.889188E-01  3.962757E+07  1.364067E+01  2.424250E+01  2.457349E+00  1.666662E+00  7.633840E-01  1.198460E+00
  2.875401E-01  3.971044E+07  1.385182E+01  2.445184E+01  2.444733E+00  1.666662E+00  7.573936E-01  1.206593E+00
  2.861659E-01  3.979339E+07  1.406532E+01  2.466234E+01  2.432097E+00  1.666661E+00  7.513905E-01  1.214733E+00
  2.847964E-01  3.987640E+07  1.428114E+01  2.487399E+01  2.419441E+00  1.666661E+00  7.453832E-01  1.222877E+00
  2.834316E-01  3.995946E+07  1.449926E+01  2.508674E+01  2.406768E+00  1.666661E+00  7.393805E-01  1.231025E+00
  2.820718E-01  4.004256E+07  1.471964E+01  2.530058E+01  2.394081E+00  1.666661E+00  7.333933E-01  1.239174E+00
  2.807172E-01  4.012568E+07  1.494226E+01  2.551545E+01  2.381383E+00  1.666662E+00  7.274334E-01  1.247321E+00
  2.793678E-01  4.020881E+07  1.516710E+01  2.573135E+01  2.368675E+00  1.666663E+00  7.215099E-01  1.255467E+00
  2.780238E-01  4.029193E+07  1.539412E+01  2.594823E+01  2.355962E+00  1.666664E+00  7.156309E-01  1.263609E+00
  2.766853E-01  4.037503E+07  1.562331E+01  2.616607E+01  2.343244E+00  1.666666E+00  7.098071E-01  1.271745E+00
  2.753524E-01  4.045810E+07  1.585466E+01  2.638485E+01  2.330526E+00  1.666667E+00  7.040475E-01  1.279875E+00
  2.740251E-01  4.054112E+07  1.608813E+01  2.660455E+01  2.317808E+00  1.666669E+00  6.983585E-01  1.287998E+00
  2.727034E-01  4.062409E+07  1.632374E+01  2.682515E+01  2.305094E+00  1.666671E+00  6.927465E-01  1.296113E+00
  2.713874E-01  4.070698E+07  1.656146E+01  2.704665E+01  2.292385E+00  1.666673E+00  6.872163E-01  1.304219E+00
  2.700770E-01  4.078979E+07  1.680130E+01  2.726902E+01  2.279682E+00  1.666674E+00  6.817702E-01  1.312316E+00
  2.687722E-01  4.087252E+07  1.704325E+01  2.749228E+01  2.266987E+00  1.666676E+00  6.764089E-01  1.320405E+00
  2.674729E-01  4.095515E+07  1.728732E+01  2.771641E+01  2.254302E+00  1.666678E+00  6.711304E-01  1.328484E+00
  2.661792E-01  4.103768E+07  1.753352E+01  2.794140E+01  2.241627E+00  1.666679E+00  6.659320E-01  1.336553E+00
  2.648909E-01  4.112010E+07  1.778184E+01  2.816727E+01  2.228965E+00  1.666681E+00  6.607812E-01  1.344613E+00
  2.636081E-01  4.120241E+07  1.803228E+01  2.839399E+01  2.216314E+00  1.666683E+00  6.556430E-01  1.352663E+00
  2.623306E-01  4.128461E+07  1.828483E+01  2.862157E+01  2.203675E+00  1.666685E+00  6.505374E-01  1.360702E+00
  2.610584E-01  4.136669E+07  1.853950E+01  2.885001E+01  2.191050E+00  1.666687E+00  6.454866E-01  1.368729E+00
  2.597916E-01  4.144866E+07  1.879628E+01  2.907929E+01  2.178440E+00  1.666689E+00  6.404858E-01  1.376745E+00
  2.585301E-01  4.153049E+07  1.905516E+01  2.930939E+01  2.165846E+00  1.666691E+00  6.355303E-01  1.384749E+00
  2.572739E-01  4.161218E+07  1.931612E+01  2.954032E+01  2.153269E+00  1.666692E+00  6.306160E-01  1.392740E+00
  2.560231E-01  4.169373E+07  1.957916E+01  2.977206E+01  2.140712E+00  1.666694E+00  6.257388E-01  1.400717E+00
  2.547776E-01  4.177512E+07  1.984425E+01  3.000458E+01  2.128174E+00  1.666695E+00  6.208949E-01  1.408680E+00
  2.535375E-01  4.185635E+07  2.011137E+01  3.023787E+01  2.115658E+00  1.666696E+00  6.160803E-01  1.416628E+00
  2.523028E-01  4.193742E+07  2.038049E+01  3.047191E+01  2.103164E+00  1.666696E+00  6.112880E-01  1.424559E+00
  2.510737E-01  4.201830E+07  2.065159E+01  3.070667E+01  2.090695E+00  1.666696E+00  6.065192E-01  1.432472E+00
  2.498501E-01  4.209900E+07  2.092463E+01  3.094212E+01  2.078252E+00  1.666696E+00  6.017618E-01  1.440367E+00
  2.486322E-01  4.217952E+07  2.119957E+01  3.117824E+01  2.065835E+00  1.666695E+00  5.969994E-01  1.448241E+00
  2.474199E-01  4.225983E+07  2.147638E+01  3.141501E+01  2.053447E+00  1.666695E+00  5.922519E-01  1.456094E+00
  2.462134E-01  4.233994E+07  2.175502E+01  3.165239E+01  2.041089E+00  1.666693E+00  5.875416E-01  1.463924E+00
  2.450128E-01  4.241983E+07  2.203546E+01  3.189035E+01  2.028764E+00  1.666691E+00  5.828732E-01  1.471730E+00
  2.438181E-01  4.249949E+07  2.231764E+01  3.212886E+01  2.016473E+00  1.666689E+00  5.782486E-01  1.479511E+00
  2.426293E-01  4.257890E+07  2.260153E+01  3.236790E+01  2.004217E+00  1.666686E+00  5.736690E-01  1.487266E+00
  2.414466E-01  4.265807E+07  2.288709E+01  3.260743E+01  1.991999E+00  1.666682E+00  5.691360E-01  1.494994E+00
  2.402701E-01  4.273697E+07  2.317428E+01  3.284742E+01  1.979821E+00  1.666678E+00  5.646495E-01  1.502693E+00
  2.390997E-01  4.281559E+07  2.346305E+01  3.308783E+01  1.967683E+00  1.666673E+00  5.602113E-01  1.510364E+00
  2.379356E-01  4.289393E+07  2.375336E+01  3.332865E+01  1.955588E+00  1.666668E+00  5.558001E-01  1.518004E+00
  2.367779E-01  4.297199E+07  2.404517E+01  3.356983E+01  1.943538E+00  1.666663E+00  5.514016E-01  1.525612E+00
  2.356265E-01  4.304974E+07  2.433841E+01  3.381134E+01  1.931533E+00  1.666657E+00  5.470395E-01  1.533187E+00
  2.344815E-01  4.312719E+07  2.463305E+01  3.405316E+01  1.919575E+00  1.666650E+00  5.427282E-01  1.540729E+00
  2.333431E-01  4.320431E+07  2.492904E+01  3.429524E+01  1.907666E+00  1.666643E+00  5.384689E-01  1.548236E+00
  2.322113E-01  4.328111E+07  2.522633E+01  3.453757E+01  1.895807E+00  1.666635E+00  5.342625E-01  1.555707E+00
  2.310860E-01  4.335756E+07  2.552488E+01  3.478010E+01  1.884000E+00  1.666627E+00  5.301098E-01  1.563141E+00
  2.299674E-01  4.343367E+07  2.582464E+01  3.502281E+01  1.872247E+00  1.666618E+00  5.260117E-01  1.570539E+00
  2.288556E-01  4.350942E+07  2.612556E+01  3.526566E+01  1.860549E+00  1.666609E+00  5.219688E-01  1.577898E+00
  2.277504E-01  4.358479E+07  2.642761E+01  3.550863E+01  1.848907E+00  1.666599E+00  5.179818E-01  1.585219E+00
  2.266521E-01  4.365979E+07  2.673072E+01  3.575169E+01  1.837323E+00  1.666588E+00  5.140513E-01  1.592500E+00
  2.255606E-01  4.373440E+07  2.703485E+01  3.599480E+01  1.825798E+00  1.666577E+00  5.101780E-01  1.599741E+00
  2.244760E-01  4.380862E+07  2.733996E+01  3.623794E+01  1.814333E+00  1.666566E+00  5.063627E-01  1.606941E+00
  2.233983E-01  4.388243E+07  2.764601E+01  3.648107E+01  1.802930E+00  1.666554E+00  5.026058E-01  1.614099E+00
  2.223276E-01  4.395583E+07  2.795294E+01  3.672417E+01  1.791589E+00  1.666542E+00  4.989081E-01  1.621216E+00
  2.212638E-01  4.402881E+07  2.826071E+01  3.696722E+01  1.780311E+00  1.666529E+00  4.952699E-01  1.628290E+00
  2.202069E-01  4.410138E+07  2.856928E+01  3.721017E+01  1.769098E+00  1.666517E+00  4.916918E-01  1.635321E+00
  2.191571E-01  4.417351E+07  2.887859E+01  3.745301E+01  1.757950E+00  1.666505E+00  4.881741E-01  1.642308E+00
  2.181143E-01  4.424521E+07  2.918862E+01  3.769570E+01  1.746869E+00  1.666493E+00  4.847173E-01  1.649252E+00
  2.170786E-01  4.431646E+07  2.949931E+01  3.793823E+01  1.735854E+00  1.666482E+00  4.813216E-01  1.656152E+00
  2.160498E-01  4.438728E+07  2.981062E+01  3.818056E+01  1.724907E+00  1.666471E+00  4.779875E-01  1.663007E+00
  2.150282E-01  4.445765E+07  3.012251E+01  3.842267E+01  1.714028E+00  1.666461E+00  4.747152E-01  1.669817E+00
  2.140136E-01  4.452756E+07  3.043494E+01  3.866454E+01  1.703219E+00  1.666452E+00  4.715050E-01  1.676583E+00
  2.130061E-01  4.459702E+07  3.074787E+01  3.890615E+01  1.692478E+00  1.666444E+00  4.683563E-01  1.683303E+00
  2.120056E-01  4.466602E+07  3.106126E+01  3.914746E+01  1.681808E+00  1.666438E+00  4.652596E-01  1.689977E+00
  2.110122E-01  4.473456E+07  3.137507E+01  3.938846E+01  1.671208E+00  1.666432E+00  4.622112E-01  1.696606E+00
  2.100259E-01  4.480262E+07  3.168925E+01  3.962912E+01  1.660679E+00  1.666428E+00  4.591986E-01  1.703189E+00
  2.090466E-01  4.487022E+07  3.200377E+01  3.986943E+01  1.650221E+00  1.666425E+00  4.562142E-01  1.709726E+00
  2.080743E-01  4.493734E+07  3.231858E+01  4.010936E+01  1.639836E+00  1.666423E+00  4.532760E-01  1.716216E+00
  2.071090E-01  4.500399E+07  3.263365E+01  4.034890E+01  1.629522E+00  1.666422E+00  4.503926E-01  1.722659E+00
  2.061508E-01  4.507015E+07  3.294894E+01  4.058802E+01  1.619282E+00  1.666422E+00  4.475636E-01  1.729056E+00
  2.051995E-01  4.513582E+07  3.326442E+01  4.082671E+01  1.609115E+00  1.666423E+00  4.447887E-01  1.735405E+00
  2.042552E-01  4.520100E+07  3.358006E+01  4.106495E+01  1.599021E+00  1.666424E+00  4.420674E-01  1.741709E+00
  2.033179E-01  4.526568E+07  3.389582E+01  4.130272E+01  1.589001E+00  1.666425E+00  4.393993E-01  1.747965E+00
  2.023874E-01  4.532986E+07  3.421166E+01  4.154001E+01  1.579056E+00  1.666427E+00  4.367838E-01  1.754175E+00
  2.014638E-01  4.539353E+07  3.452757E+01  4.177680E+01  1.569184E+00  1.666429E+00  4.342205E-01  1.760339E+00
  2.005471E-01  4.545670E+07  3.484351E+01  4.201308E+01  1.559388E+00  1.666431E+00  4.317088E-01  1.766456E+00
  1.996372E-01  4.551936E+07  3.515946E+01  4.224883E+01  1.549666E+00  1.666433E+00  4.292482E-01  1.772527E+00
  1.987341E-01  4.558150E+07  3.547537E+01  4.248405E+01  1.540018E+00  1.666435E+00  4.268382E-01  1.778552E+00
  1.978377E-01  4.564313E+07  3.579124E+01  4.271870E+01  1.530446E+00  1.666437E+00  4.244782E-01  1.784531E+00
  1.969480E-01  4.570423E+07  3.610703E+01  4.295280E+01  1.520948E+00  1.666438E+00  4.221676E-01  1.790464E+00
  1.960650E-01  4.576482E+07  3.642272E+01  4.318631E+01  1.511525E+00  1.666440E+00  4.199059E-01  1.796352E+00
  1.951886E-01  4.582488E+07  3.673828E+01  4.341924E+01  1.502177E+00  1.666441E+00  4.176924E-01  1.802195E+00
  1.943188E-01  4.588442E+07  3.705369E+01  4.365158E+01  1.492904E+00  1.666441E+00  4.155264E-01  1.807994E+00
  1.934556E-01  4.594344E+07  3.736893E+01  4.388330E+01  1.483704E+00  1.666441E+00  4.134075E-01  1.813747E+00
  1.925988E-01  4.600194E+07  3.768399E+01  4.411441E+01  1.474579E+00  1.666440E+00  4.113349E-01  1.819457E+00
  1.917485E-01  4.605990E+07  3.799883E+01  4.434490E+01  1.465528E+00  1.666439E+00  4.093079E-01  1.825122E+00
  1.909046E-01  4.611735E+07  3.831344E+01  4.457475E+01  1.456550E+00  1.666437E+00  4.073260E-01  1.830744E+00
  1.900670E-01  4.617427E+07  3.862781E+01  4.480396E+01  1.447646E+00  1.666435E+00  4.053884E-01  1.836323E+00
  1.892357E-01  4.623067E+07  3.894191E+01  4.503253E+01  1.438814E+00  1.666432E+00  4.034944E-01  1.841859E+00
