#  r/R             c            rho               A1          A2            A3         A4            A5
  1.000135E+00  7.399036E+05  9.784888E-08  9.995947E-01  3.482761E+03  1.639637E+00  1.986702E+03  2.084958E-07
  1.000134E+00  7.403381E+05  9.863017E-08  9.995994E-01  3.478679E+03  1.639715E+00  1.981105E+03  2.101595E-07
  1.000132E+00  7.407770E+05  9.941574E-08  9.996042E-01  3.474564E+03  1.639794E+00  1.975459E+03  2.118324E-07
  1.000130E+00  7.412203E+05  1.002056E-07  9.996090E-01  3.470414E+03  1.639874E+00  1.969763E+03  2.135144E-07
  1.000129E+00  7.416682E+05  1.009997E-07  9.996138E-01  3.466230E+03  1.639954E+00  1.964018E+03  2.152055E-07
  1.000127E+00  7.421206E+05  1.017981E-07  9.996185E-01  3.462011E+03  1.640034E+00  1.958222E+03  2.169056E-07
  1.000126E+00  7.425776E+05  1.026008E-07  9.996233E-01  3.457756E+03  1.640116E+00  1.952377E+03  2.186148E-07
  1.000124E+00  7.430395E+05  1.034076E-07  9.996281E-01  3.453464E+03  1.640200E+00  1.946480E+03  2.203330E-07
  1.000122E+00  7.435063E+05  1.042188E-07  9.996329E-01  3.449134E+03  1.640285E+00  1.940533E+03  2.220602E-07
  1.000121E+00  7.439782E+05  1.050341E-07  9.996376E-01  3.444766E+03  1.640373E+00  1.934535E+03  2.237964E-07
  1.000119E+00  7.444553E+05  1.058537E-07  9.996424E-01  3.440358E+03  1.640465E+00  1.928486E+03  2.255415E-07
  1.000118E+00  7.449377E+05  1.066774E-07  9.996472E-01  3.435908E+03  1.640560E+00  1.922386E+03  2.272956E-07
  1.000116E+00  7.454254E+05  1.075053E-07  9.996520E-01  3.431419E+03  1.640658E+00  1.916233E+03  2.290585E-07
  1.000114E+00  7.459178E+05  1.083374E-07  9.996567E-01  3.426896E+03  1.640757E+00  1.910023E+03  2.308303E-07
  1.000113E+00  7.464147E+05  1.091736E-07  9.996615E-01  3.422341E+03  1.640855E+00  1.903755E+03  2.326109E-07
  1.000111E+00  7.469161E+05  1.100140E-07  9.996663E-01  3.417753E+03  1.640953E+00  1.897429E+03  2.344003E-07
  1.000110E+00  7.474220E+05  1.108584E-07  9.996711E-01  3.413133E+03  1.641051E+00  1.891044E+03  2.361984E-07
  1.000108E+00  7.479325E+05  1.117070E-07  9.996759E-01  3.408480E+03  1.641149E+00  1.884601E+03  2.380052E-07
  1.000106E+00  7.484476E+05  1.125596E-07  9.996807E-01  3.403796E+03  1.641247E+00  1.878099E+03  2.398207E-07
  1.000105E+00  7.489672E+05  1.134163E-07  9.996854E-01  3.399080E+03  1.641344E+00  1.871539E+03  2.416447E-07
  1.000103E+00  7.494914E+05  1.142769E-07  9.996902E-01  3.394333E+03  1.641441E+00  1.864921E+03  2.434773E-07
  1.000102E+00  7.500202E+05  1.151416E-07  9.996950E-01  3.389554E+03  1.641537E+00  1.858245E+03  2.453183E-07
  1.000100E+00  7.505534E+05  1.160102E-07  9.996998E-01  3.384744E+03  1.641633E+00  1.851511E+03  2.471678E-07
  1.000098E+00  7.510913E+05  1.168827E-07  9.997046E-01  3.379904E+03  1.641729E+00  1.844720E+03  2.490256E-07
  1.000097E+00  7.516336E+05  1.177591E-07  9.997094E-01  3.375034E+03  1.641823E+00  1.837872E+03  2.508916E-07
  1.000095E+00  7.521805E+05  1.186394E-07  9.997142E-01  3.370133E+03  1.641917E+00  1.830967E+03  2.527659E-07
  1.000094E+00  7.527319E+05  1.195235E-07  9.997190E-01  3.365203E+03  1.642010E+00  1.824007E+03  2.546483E-07
  1.000092E+00  7.532877E+05  1.204114E-07  9.997237E-01  3.360244E+03  1.642102E+00  1.816991E+03  2.565387E-07
  1.000091E+00  7.538480E+05  1.213030E-07  9.997285E-01  3.355256E+03  1.642192E+00  1.809920E+03  2.584371E-07
  1.000089E+00  7.544127E+05  1.221983E-07  9.997333E-01  3.350240E+03  1.642282E+00  1.802796E+03  2.603433E-07
  1.000087E+00  7.549819E+05  1.230973E-07  9.997381E-01  3.345196E+03  1.642370E+00  1.795618E+03  2.622573E-07
  1.000086E+00  7.555549E+05  1.239999E-07  9.997429E-01  3.340129E+03  1.642454E+00  1.788385E+03  2.641790E-07
  1.000084E+00  7.561313E+05  1.249061E-07  9.997477E-01  3.335044E+03  1.642533E+00  1.781092E+03  2.661083E-07
  1.000083E+00  7.567112E+05  1.258157E-07  9.997525E-01  3.329940E+03  1.642606E+00  1.773738E+03  2.680451E-07
  1.000081E+00  7.572947E+05  1.267289E-07  9.997573E-01  3.324816E+03  1.642674E+00  1.766323E+03  2.699892E-07
  1.000079E+00  7.578817E+05  1.276455E-07  9.997621E-01  3.319673E+03  1.642737E+00  1.758845E+03  2.719406E-07
  1.000078E+00  7.584723E+05  1.285654E-07  9.997669E-01  3.314510E+03  1.642796E+00  1.751303E+03  2.738992E-07
  1.000076E+00  7.590667E+05  1.294886E-07  9.997717E-01  3.309326E+03  1.642851E+00  1.743694E+03  2.758647E-07
  1.000075E+00  7.596650E+05  1.304151E-07  9.997764E-01  3.304121E+03  1.642902E+00  1.736018E+03  2.778371E-07
  1.000073E+00  7.602672E+05  1.313447E-07  9.997812E-01  3.298895E+03  1.642949E+00  1.728273E+03  2.798162E-07
  1.000071E+00  7.608734E+05  1.322774E-07  9.997860E-01  3.293645E+03  1.642994E+00  1.720457E+03  2.818019E-07
  1.000070E+00  7.614839E+05  1.332131E-07  9.997908E-01  3.288371E+03  1.643037E+00  1.712568E+03  2.837941E-07
  1.000068E+00  7.620987E+05  1.341518E-07  9.997956E-01  3.283073E+03  1.643078E+00  1.704605E+03  2.857925E-07
  1.000067E+00  7.627179E+05  1.350934E-07  9.998004E-01  3.277749E+03  1.643119E+00  1.696563E+03  2.877970E-07
  1.000065E+00  7.633418E+05  1.360378E-07  9.998052E-01  3.272399E+03  1.643159E+00  1.688443E+03  2.898075E-07
  1.000063E+00  7.639705E+05  1.369849E-07  9.998099E-01  3.267020E+03  1.643200E+00  1.680240E+03  2.918237E-07
  1.000062E+00  7.646032E+05  1.379346E-07  9.998147E-01  3.261621E+03  1.643239E+00  1.671952E+03  2.938455E-07
  1.000060E+00  7.652397E+05  1.388869E-07  9.998195E-01  3.256203E+03  1.643274E+00  1.663578E+03  2.958728E-07
  1.000059E+00  7.658798E+05  1.398417E-07  9.998243E-01  3.250768E+03  1.643305E+00  1.655116E+03  2.979053E-07
  1.000057E+00  7.665234E+05  1.407988E-07  9.998290E-01  3.245316E+03  1.643332E+00  1.646566E+03  2.999429E-07
  1.000055E+00  7.671705E+05  1.417582E-07  9.998338E-01  3.239849E+03  1.643354E+00  1.637927E+03  3.019852E-07
  1.000054E+00  7.678210E+05  1.427198E-07  9.998386E-01  3.234367E+03  1.643371E+00  1.629198E+03  3.040323E-07
  1.000052E+00  7.684748E+05  1.436835E-07  9.998433E-01  3.228870E+03  1.643384E+00  1.620378E+03  3.060837E-07
  1.000051E+00  7.691319E+05  1.446491E-07  9.998481E-01  3.223361E+03  1.643391E+00  1.611466E+03  3.081393E-07
  1.000049E+00  7.697922E+05  1.456166E-07  9.998528E-01  3.217839E+03  1.643394E+00  1.602461E+03  3.101988E-07
  1.000047E+00  7.704557E+05  1.465858E-07  9.998576E-01  3.212304E+03  1.643391E+00  1.593362E+03  3.122620E-07
  1.000046E+00  7.711223E+05  1.475567E-07  9.998623E-01  3.206758E+03  1.643383E+00  1.584167E+03  3.143287E-07
  1.000044E+00  7.717920E+05  1.485291E-07  9.998671E-01  3.201200E+03  1.643370E+00  1.574876E+03  3.163986E-07
  1.000043E+00  7.724648E+05  1.495029E-07  9.998718E-01  3.195631E+03  1.643351E+00  1.565487E+03  3.184715E-07
  1.000041E+00  7.731406E+05  1.504779E-07  9.998765E-01  3.190052E+03  1.643328E+00  1.555997E+03  3.205470E-07
  1.000040E+00  7.738192E+05  1.514541E-07  9.998813E-01  3.184464E+03  1.643298E+00  1.546402E+03  3.226249E-07
  1.000038E+00  7.745004E+05  1.524312E-07  9.998860E-01  3.178870E+03  1.643262E+00  1.536697E+03  3.247049E-07
  1.000036E+00  7.751842E+05  1.534093E-07  9.998907E-01  3.173269E+03  1.643219E+00  1.526878E+03  3.267868E-07
  1.000035E+00  7.758704E+05  1.543881E-07  9.998954E-01  3.167664E+03  1.643169E+00  1.516942E+03  3.288702E-07
  1.000033E+00  7.765590E+05  1.553674E-07  9.999001E-01  3.162053E+03  1.643112E+00  1.506886E+03  3.309549E-07
  1.000032E+00  7.772500E+05  1.563473E-07  9.999048E-01  3.156438E+03  1.643048E+00  1.496706E+03  3.330404E-07
  1.000030E+00  7.779433E+05  1.573274E-07  9.999095E-01  3.150820E+03  1.642977E+00  1.486399E+03  3.351266E-07
  1.000029E+00  7.786388E+05  1.583076E-07  9.999141E-01  3.145199E+03  1.642899E+00  1.475963E+03  3.372131E-07
  1.000027E+00  7.793365E+05  1.592878E-07  9.999188E-01  3.139575E+03  1.642814E+00  1.465394E+03  3.392994E-07
  1.000026E+00  7.800362E+05  1.602678E-07  9.999235E-01  3.133949E+03  1.642722E+00  1.454689E+03  3.413854E-07
  1.000024E+00  7.807381E+05  1.612475E-07  9.999281E-01  3.128322E+03  1.642623E+00  1.443845E+03  3.434705E-07
  1.000022E+00  7.814420E+05  1.622266E-07  9.999327E-01  3.122693E+03  1.642516E+00  1.432861E+03  3.455546E-07
  1.000021E+00  7.821480E+05  1.632038E-07  9.999374E-01  3.117064E+03  1.642403E+00  1.420552E+03  3.476344E-07
  1.000019E+00  7.828559E+05  1.641774E-07  9.999420E-01  3.111433E+03  1.642283E+00  1.408044E+03  3.497067E-07
  1.000018E+00  7.835656E+05  1.651473E-07  9.999466E-01  3.105805E+03  1.642155E+00  1.395368E+03  3.517710E-07
  1.000016E+00  7.842768E+05  1.661134E-07  9.999512E-01  3.100179E+03  1.642019E+00  1.382518E+03  3.538272E-07
  1.000015E+00  7.849893E+05  1.670754E-07  9.999557E-01  3.094558E+03  1.641874E+00  1.369491E+03  3.558746E-07
  1.000013E+00  7.857030E+05  1.680332E-07  9.999602E-01  3.088944E+03  1.641720E+00  1.356283E+03  3.579132E-07
  1.000012E+00  7.864176E+05  1.689866E-07  9.999647E-01  3.083337E+03  1.641556E+00  1.342889E+03  3.599424E-07
  1.000010E+00  7.871329E+05  1.699356E-07  9.999692E-01  3.077740E+03  1.641381E+00  1.329304E+03  3.619621E-07
  1.000009E+00  7.878488E+05  1.708799E-07  9.999737E-01  3.072154E+03  1.641195E+00  1.315525E+03  3.639718E-07
  1.000007E+00  7.885651E+05  1.718194E-07  9.999781E-01  3.066580E+03  1.640997E+00  1.301547E+03  3.659712E-07
  1.000006E+00  7.892815E+05  1.727539E-07  9.999826E-01  3.061021E+03  1.640787E+00  1.287365E+03  3.679601E-07
  1.000004E+00  7.899978E+05  1.736833E-07  9.999869E-01  3.055476E+03  1.640565E+00  1.272974E+03  3.699381E-07
  1.000003E+00  7.907140E+05  1.746075E-07  9.999913E-01  3.049948E+03  1.640329E+00  1.258368E+03  3.719050E-07
  1.000001E+00  7.914301E+05  1.755263E-07  9.999957E-01  3.044436E+03  1.640081E+00  1.243544E+03  3.738605E-07
  1.000000E+00  7.914422E+05  1.755418E-07  1.000000E+00  3.044347E+03  1.640076E+00  1.243293E+03  3.738919E-07
  9.999965E-01  7.923462E+05  1.781576E-07  1.000010E+00  3.037415E+03  1.639756E+00  1.214432E+03  3.794593E-07
  9.999931E-01  7.932806E+05  1.807963E-07  1.000021E+00  3.030274E+03  1.639412E+00  1.184369E+03  3.850754E-07
  9.999896E-01  7.942462E+05  1.834569E-07  1.000031E+00  3.022921E+03  1.639040E+00  1.153031E+03  3.907383E-07
  9.999861E-01  7.952448E+05  1.861386E-07  1.000042E+00  3.015344E+03  1.638638E+00  1.120338E+03  3.964457E-07
  9.999826E-01  7.962780E+05  1.888400E-07  1.000052E+00  3.007535E+03  1.638206E+00  1.086206E+03  4.021951E-07
  9.999791E-01  7.973477E+05  1.915600E-07  1.000063E+00  2.999481E+03  1.637742E+00  1.050541E+03  4.079839E-07
  9.999756E-01  7.984559E+05  1.942971E-07  1.000073E+00  2.991172E+03  1.637243E+00  1.013243E+03  4.138089E-07
  9.999720E-01  7.996036E+05  1.970497E-07  1.000084E+00  2.982602E+03  1.636704E+00  9.741858E+02  4.196669E-07
  9.999685E-01  8.007926E+05  1.998161E-07  1.000095E+00  2.973762E+03  1.636121E+00  9.332178E+02  4.255540E-07
  9.999649E-01  8.020251E+05  2.025942E-07  1.000105E+00  2.964639E+03  1.635490E+00  8.901651E+02  4.314660E-07
  9.999614E-01  8.033036E+05  2.053818E-07  1.000116E+00  2.955221E+03  1.634807E+00  8.448306E+02  4.373982E-07
  9.999578E-01  8.046303E+05  2.081765E-07  1.000127E+00  2.945494E+03  1.634066E+00  7.969901E+02  4.433452E-07
  9.999542E-01  8.060092E+05  2.109754E-07  1.000137E+00  2.935435E+03  1.633265E+00  7.464001E+02  4.493011E-07
  9.999506E-01  8.074462E+05  2.137755E-07  1.000148E+00  2.925006E+03  1.632413E+00  6.928285E+02  4.552593E-07
  9.999470E-01  8.089433E+05  2.165733E-07  1.000159E+00  2.914201E+03  1.631496E+00  6.359801E+02  4.612126E-07
  9.999433E-01  8.105013E+05  2.193649E-07  1.000170E+00  2.903018E+03  1.630495E+00  5.755137E+02  4.671524E-07
  9.999397E-01  8.121211E+05  2.221458E-07  1.000181E+00  2.891460E+03  1.629389E+00  5.110383E+02  4.730694E-07
  9.999360E-01  8.138028E+05  2.249112E-07  1.000192E+00  2.879532E+03  1.628150E+00  4.421043E+02  4.789531E-07
  9.999323E-01  8.155465E+05  2.276553E-07  1.000203E+00  2.867243E+03  1.626748E+00  3.681925E+02  4.847913E-07
  9.999286E-01  8.173514E+05  2.303718E-07  1.000214E+00  2.854605E+03  1.625144E+00  2.887008E+02  4.905706E-07
  9.999248E-01  8.192160E+05  2.330534E-07  1.000225E+00  2.841635E+03  1.623295E+00  2.029287E+02  4.962755E-07
  9.999211E-01  8.211521E+05  2.356921E-07  1.000237E+00  2.828262E+03  1.621202E+00  1.100972E+02  5.018889E-07
  9.999173E-01  8.231712E+05  2.382789E-07  1.000248E+00  2.814415E+03  1.618866E+00  1.078002E+01  5.073915E-07
  9.999135E-01  8.252684E+05  2.408054E-07  1.000260E+00  2.800140E+03  1.616224E+00 -9.537352E+01  5.127656E-07
  9.999097E-01  8.274397E+05  2.432601E-07  1.000271E+00  2.785474E+03  1.613201E+00 -2.112760E+02  5.179866E-07
  9.999058E-01  8.296796E+05  2.456293E-07  1.000283E+00  2.770465E+03  1.609704E+00 -3.383988E+02  5.230255E-07
  9.999019E-01  8.319814E+05  2.478974E-07  1.000294E+00  2.755167E+03  1.605625E+00 -4.783747E+02  5.278487E-07
  9.998980E-01  8.343697E+05  2.500467E-07  1.000306E+00  2.739428E+03  1.600970E+00 -6.326589E+02  5.324192E-07
  9.998941E-01  8.368442E+05  2.520576E-07  1.000318E+00  2.723262E+03  1.595637E+00 -8.023274E+02  5.366945E-07
  9.998901E-01  8.393847E+05  2.539085E-07  1.000330E+00  2.706813E+03  1.589441E+00 -9.869856E+02  5.406290E-07
  9.998860E-01  8.419638E+05  2.555788E-07  1.000342E+00  2.690266E+03  1.582183E+00 -1.182814E+03  5.441790E-07
  9.998820E-01  8.446155E+05  2.570556E-07  1.000354E+00  2.673411E+03  1.573948E+00 -1.380156E+03  5.473166E-07
  9.998778E-01  8.472814E+05  2.583375E-07  1.000367E+00  2.656625E+03  1.564544E+00 -1.563624E+03  5.500392E-07
  9.998736E-01  8.498425E+05  2.594414E-07  1.000379E+00  2.640649E+03  1.553678E+00 -1.715483E+03  5.523825E-07
  9.998694E-01  8.523220E+05  2.604061E-07  1.000392E+00  2.625318E+03  1.541714E+00 -1.821132E+03  5.544296E-07
  9.998651E-01  8.546334E+05  2.612830E-07  1.000405E+00  2.611148E+03  1.528678E+00 -1.876829E+03  5.562894E-07
  9.998608E-01  8.566832E+05  2.621222E-07  1.000418E+00  2.598678E+03  1.514570E+00 -1.889238E+03  5.580689E-07
  9.998563E-01  8.585638E+05  2.629710E-07  1.000431E+00  2.587318E+03  1.500023E+00 -1.867309E+03  5.598684E-07
  9.998519E-01  8.602179E+05  2.638637E-07  1.000445E+00  2.577389E+03  1.485052E+00 -1.820215E+03  5.617615E-07
  9.998473E-01  8.617368E+05  2.648295E-07  1.000458E+00  2.568323E+03  1.470146E+00 -1.757074E+03  5.638099E-07
  9.998427E-01  8.631341E+05  2.658861E-07  1.000472E+00  2.560026E+03  1.455449E+00 -1.684714E+03  5.660515E-07
  9.998380E-01  8.643890E+05  2.670441E-07  1.000486E+00  2.552610E+03  1.440942E+00 -1.607840E+03  5.685090E-07
  9.998333E-01  8.656083E+05  2.683129E-07  1.000500E+00  2.545436E+03  1.427018E+00 -1.530530E+03  5.712020E-07
  9.998285E-01  8.667692E+05  2.696933E-07  1.000515E+00  2.538634E+03  1.413585E+00 -1.454658E+03  5.741324E-07
  9.998237E-01  8.678988E+05  2.711866E-07  1.000529E+00  2.532042E+03  1.400720E+00 -1.381666E+03  5.773030E-07
  9.998188E-01  8.690521E+05  2.727931E-07  1.000544E+00  2.525339E+03  1.388577E+00 -1.312591E+03  5.807144E-07
  9.998139E-01  8.702188E+05  2.745082E-07  1.000559E+00  2.518584E+03  1.377074E+00 -1.247528E+03  5.843568E-07
  9.998088E-01  8.714217E+05  2.763305E-07  1.000574E+00  2.511648E+03  1.366251E+00 -1.186677E+03  5.882272E-07
  9.998038E-01  8.726776E+05  2.782580E-07  1.000589E+00  2.504437E+03  1.356127E+00 -1.130038E+03  5.923212E-07
  9.997987E-01  8.739753E+05  2.802854E-07  1.000604E+00  2.497018E+03  1.346616E+00 -1.077280E+03  5.966278E-07
  9.997935E-01  8.753203E+05  2.824102E-07  1.000620E+00  2.489363E+03  1.337702E+00 -1.028190E+03  6.011415E-07
  9.997883E-01  8.767253E+05  2.846315E-07  1.000635E+00  2.481404E+03  1.329398E+00 -9.826037E+02  6.058603E-07
  9.997831E-01  8.781828E+05  2.869448E-07  1.000651E+00  2.473187E+03  1.321640E+00 -9.401846E+02  6.107747E-07
  9.997777E-01  8.796862E+05  2.893464E-07  1.000667E+00  2.464754E+03  1.314373E+00 -9.006382E+02  6.158768E-07
  9.997724E-01  8.812366E+05  2.918366E-07  1.000683E+00  2.456102E+03  1.307585E+00 -8.637881E+02  6.211671E-07
  9.997670E-01  8.828325E+05  2.944128E-07  1.000699E+00  2.447243E+03  1.301243E+00 -8.293961E+02  6.266404E-07
  9.997615E-01  8.844722E+05  2.970719E-07  1.000716E+00  2.438191E+03  1.295313E+00 -7.972260E+02  6.322898E-07
  9.997561E-01  8.861545E+05  2.998119E-07  1.000732E+00  2.428956E+03  1.289772E+00 -7.670862E+02  6.381111E-07
  9.997505E-01  8.878761E+05  3.026339E-07  1.000749E+00  2.419559E+03  1.284598E+00 -7.388323E+02  6.441067E-07
  9.997450E-01  8.896347E+05  3.055357E-07  1.000766E+00  2.410016E+03  1.279765E+00 -7.123011E+02  6.502719E-07
  9.997393E-01  8.914278E+05  3.085151E-07  1.000782E+00  2.400344E+03  1.275245E+00 -6.873435E+02  6.566018E-07
  9.997337E-01  8.932520E+05  3.115705E-07  1.000799E+00  2.390564E+03  1.271011E+00 -6.638291E+02  6.630933E-07
  9.997280E-01  8.951016E+05  3.147035E-07  1.000817E+00  2.380707E+03  1.267043E+00 -6.416535E+02  6.697497E-07
  9.997222E-01  8.969749E+05  3.179132E-07  1.000834E+00  2.370788E+03  1.263322E+00 -6.207070E+02  6.765687E-07
  9.997164E-01  8.988686E+05  3.211973E-07  1.000851E+00  2.360822E+03  1.259822E+00 -6.008716E+02  6.835460E-07
  9.997106E-01  9.007824E+05  3.245545E-07  1.000869E+00  2.350815E+03  1.256529E+00 -5.820565E+02  6.906784E-07
  9.997047E-01  9.027126E+05  3.279853E-07  1.000886E+00  2.340787E+03  1.253425E+00 -5.641855E+02  6.979672E-07
  9.996988E-01  9.046552E+05  3.314908E-07  1.000904E+00  2.330758E+03  1.250497E+00 -5.471921E+02  7.054146E-07
  9.996929E-01  9.066115E+05  3.350700E-07  1.000922E+00  2.320724E+03  1.247737E+00 -5.310140E+02  7.130184E-07
  9.996869E-01  9.085820E+05  3.387220E-07  1.000940E+00  2.310683E+03  1.245135E+00 -5.155940E+02  7.207767E-07
  9.996809E-01  9.105670E+05  3.424459E-07  1.000958E+00  2.300633E+03  1.242684E+00 -5.008798E+02  7.286878E-07
  9.996748E-01  9.125633E+05  3.462429E-07  1.000976E+00  2.290592E+03  1.240372E+00 -4.868223E+02  7.367541E-07
  9.996687E-01  9.145671E+05  3.501142E-07  1.000994E+00  2.280580E+03  1.238186E+00 -4.733785E+02  7.449779E-07
  9.996626E-01  9.165777E+05  3.540593E-07  1.001013E+00  2.270600E+03  1.236117E+00 -4.605100E+02  7.533585E-07
  9.996564E-01  9.185943E+05  3.580778E-07  1.001031E+00  2.260655E+03  1.234156E+00 -4.481814E+02  7.618950E-07
  9.996502E-01  9.206168E+05  3.621697E-07  1.001050E+00  2.250747E+03  1.232296E+00 -4.363599E+02  7.705870E-07
  9.996440E-01  9.226437E+05  3.663353E-07  1.001069E+00  2.240883E+03  1.230529E+00 -4.250111E+02  7.794357E-07
  9.996377E-01  9.246722E+05  3.705767E-07  1.001088E+00  2.231076E+03  1.228850E+00 -4.141069E+02  7.884451E-07
  9.996314E-01  9.267028E+05  3.748941E-07  1.001107E+00  2.221323E+03  1.227254E+00 -4.036246E+02  7.976155E-07
  9.996251E-01  9.287363E+05  3.792874E-07  1.001126E+00  2.211621E+03  1.225740E+00 -3.935422E+02  8.069473E-07
  9.996187E-01  9.307734E+05  3.837569E-07  1.001145E+00  2.201965E+03  1.224304E+00 -3.838392E+02  8.164407E-07
  9.996122E-01  9.328146E+05  3.883029E-07  1.001164E+00  2.192352E+03  1.222943E+00 -3.744970E+02  8.260964E-07
  9.996058E-01  9.348574E+05  3.929271E-07  1.001184E+00  2.182796E+03  1.221653E+00 -3.654950E+02  8.359178E-07
  9.995993E-01  9.369000E+05  3.976310E-07  1.001203E+00  2.173302E+03  1.220427E+00 -3.568153E+02  8.459086E-07
  9.995928E-01  9.389434E+05  4.024153E-07  1.001223E+00  2.163867E+03  1.219266E+00 -3.484434E+02  8.560697E-07
  9.995862E-01  9.409884E+05  4.072804E-07  1.001242E+00  2.154487E+03  1.218168E+00 -3.403655E+02  8.664024E-07
  9.995796E-01  9.430354E+05  4.122271E-07  1.001262E+00  2.145158E+03  1.217132E+00 -3.325689E+02  8.769081E-07
  9.995730E-01  9.450850E+05  4.172561E-07  1.001282E+00  2.135877E+03  1.216156E+00 -3.250413E+02  8.875884E-07
  9.995663E-01  9.471357E+05  4.223692E-07  1.001302E+00  2.126652E+03  1.215239E+00 -3.177698E+02  8.984470E-07
  9.995596E-01  9.491847E+05  4.275662E-07  1.001322E+00  2.117495E+03  1.214367E+00 -3.107304E+02  9.094836E-07
  9.995529E-01  9.512318E+05  4.328464E-07  1.001342E+00  2.108405E+03  1.213533E+00 -3.039062E+02  9.206965E-07
  9.995461E-01  9.532772E+05  4.382103E-07  1.001363E+00  2.099381E+03  1.212735E+00 -2.972882E+02  9.320870E-07
  9.995393E-01  9.553214E+05  4.436586E-07  1.001383E+00  2.090421E+03  1.211973E+00 -2.908675E+02  9.436565E-07
  9.995325E-01  9.573647E+05  4.491919E-07  1.001404E+00  2.081521E+03  1.211244E+00 -2.846359E+02  9.554062E-07
  9.995257E-01  9.594071E+05  4.548111E-07  1.001424E+00  2.072682E+03  1.210548E+00 -2.785852E+02  9.673380E-07
  9.995188E-01  9.614473E+05  4.605182E-07  1.001445E+00  2.063910E+03  1.209881E+00 -2.727057E+02  9.794561E-07
  9.995118E-01  9.634848E+05  4.663142E-07  1.001466E+00  2.055204E+03  1.209242E+00 -2.669910E+02  9.917628E-07
  9.995049E-01  9.655198E+05  4.722000E-07  1.001487E+00  2.046564E+03  1.208630E+00 -2.614356E+02  1.004260E-06
  9.994979E-01  9.675522E+05  4.781766E-07  1.001508E+00  2.037989E+03  1.208042E+00 -2.560340E+02  1.016949E-06
  9.994908E-01  9.695822E+05  4.842448E-07  1.001529E+00  2.029478E+03  1.207478E+00 -2.507810E+02  1.029833E-06
  9.994838E-01  9.716103E+05  4.904057E-07  1.001550E+00  2.021029E+03  1.206937E+00 -2.456715E+02  1.042913E-06
  9.994767E-01  9.736361E+05  4.966605E-07  1.001572E+00  2.012642E+03  1.206418E+00 -2.407000E+02  1.056192E-06
  9.994696E-01  9.756582E+05  5.030115E-07  1.001593E+00  2.004323E+03  1.205920E+00 -2.358592E+02  1.069675E-06
  9.994624E-01  9.776775E+05  5.094602E-07  1.001615E+00  1.996066E+03  1.205443E+00 -2.311457E+02  1.083366E-06
  9.994552E-01  9.796948E+05  5.160080E-07  1.001636E+00  1.987868E+03  1.204989E+00 -2.265564E+02  1.097266E-06
  9.994480E-01  9.817106E+05  5.226565E-07  1.001658E+00  1.979727E+03  1.204560E+00 -2.220884E+02  1.111379E-06
  9.994407E-01  9.837252E+05  5.294073E-07  1.001680E+00  1.971641E+03  1.204156E+00 -2.177390E+02  1.125710E-06
  9.994335E-01  9.857387E+05  5.362621E-07  1.001702E+00  1.963609E+03  1.203776E+00 -2.135054E+02  1.140261E-06
  9.994261E-01  9.877504E+05  5.432229E-07  1.001724E+00  1.955633E+03  1.203421E+00 -2.093847E+02  1.155036E-06
  9.994188E-01  9.897583E+05  5.502925E-07  1.001746E+00  1.947721E+03  1.203087E+00 -2.053724E+02  1.170042E-06
  9.994114E-01  9.917619E+05  5.574735E-07  1.001768E+00  1.939874E+03  1.202774E+00 -2.014656E+02  1.185284E-06
  9.994040E-01  9.937614E+05  5.647679E-07  1.001790E+00  1.932090E+03  1.202484E+00 -1.976613E+02  1.200767E-06
  9.993966E-01  9.957586E+05  5.721716E-07  1.001813E+00  1.924361E+03  1.202208E+00 -1.939474E+02  1.216481E-06
  9.993891E-01  9.977547E+05  5.796841E-07  1.001835E+00  1.916684E+03  1.201943E+00 -1.903185E+02  1.232425E-06
  9.993816E-01  9.997504E+05  5.873066E-07  1.001858E+00  1.909053E+03  1.201692E+00 -1.867718E+02  1.248603E-06
  9.993740E-01  1.001747E+06  5.950405E-07  1.001880E+00  1.901467E+03  1.201454E+00 -1.833051E+02  1.265016E-06
  9.993665E-01  1.003743E+06  6.028874E-07  1.001903E+00  1.893923E+03  1.201231E+00 -1.799154E+02  1.281669E-06
  9.993589E-01  1.005740E+06  6.108492E-07  1.001926E+00  1.886424E+03  1.201022E+00 -1.766003E+02  1.298565E-06
  9.993512E-01  1.007737E+06  6.189274E-07  1.001949E+00  1.878970E+03  1.200824E+00 -1.733580E+02  1.315708E-06
  9.993436E-01  1.009733E+06  6.271236E-07  1.001972E+00  1.871564E+03  1.200635E+00 -1.701868E+02  1.333101E-06
  9.993359E-01  1.011727E+06  6.354395E-07  1.001995E+00  1.864208E+03  1.200455E+00 -1.670849E+02  1.350747E-06
  9.993281E-01  1.013719E+06  6.438767E-07  1.002018E+00  1.856903E+03  1.200281E+00 -1.640507E+02  1.368650E-06
  9.993204E-01  1.015708E+06  6.524373E-07  1.002042E+00  1.849652E+03  1.200111E+00 -1.610826E+02  1.386814E-06
  9.993126E-01  1.017694E+06  6.611231E-07  1.002065E+00  1.842456E+03  1.199945E+00 -1.581788E+02  1.405244E-06
  9.993048E-01  1.019675E+06  6.699366E-07  1.002089E+00  1.835317E+03  1.199781E+00 -1.553368E+02  1.423944E-06
  9.992969E-01  1.021652E+06  6.788802E-07  1.002112E+00  1.828234E+03  1.199622E+00 -1.525555E+02  1.442920E-06
