                                                                                                                                                                                                                                                                



                        1                         2                         3                         4                         5                         6                         7
                   E_norm                  Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.5203040752441319E+003   0.5631605417830134E+001   0.0000000000000000E+000                         1                      1480                         0                     -1480
  0.3115601806663046E+003   0.7217255857988981E+001   0.0000000000000000E+000                         1                      1155                         0                     -1155
  0.1635791808606287E+003   0.1011874268019414E+002   0.0000000000000000E+000                         1                       824                         0                      -824
  0.1207987784785184E+003   0.1194686150437399E+002   0.0000000000000000E+000                         1                       698                         0                      -698
  0.8992501155664294E+002   0.1415971236713365E+002   0.0000000000000000E+000                         1                       589                         0                      -589
  0.5882144966833070E+002   0.1821349235709093E+002   0.0000000000000000E+000                         1                       458                         0                      -458
  0.1516090409142815E+002   0.4607833364191965E+002   0.0000000000000000E+000                         1                       181                         0                      -181
