                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.03.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20241109"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters                                   M_core                                      R_B 
                                       1                                     2652                  1.0000000000000000E+005                  5.0000000000000000E+000                  9.9997243263689017E-001                  3.3294129011503301E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.3208080282128738E-002                  8.7575457190119579E-003                  1.4747123069907819E-001                  1.3645366869678527E-001                  3.3208080282128738E-002                  8.7575457190119579E-003                  1.4747123069907819E-001                  1.3645366869678527E-001                  3.8185722289985166E-002                 -4.4172723058602287E+001                 -8.9452616160470093E+000                  3.8185722741151798E-002                  5.0189991537371494E-003                 -1.0953738520776675E+000                 -4.4172723058602287E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.8438058769771718E+031                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7612399645849317E+000                 -1.0088899041437173E-001                 -5.0271263512552518E-002                  4.5386101544633224E+000                  0.0000000000000000E+000                  1.7483251157213463E+001                  2.1357126513168727E+000                  7.2083936071815913E+000                  6.0971362377942351E-001                  8.6206297250534569E-001                  1.2666203106095459E+000                  7.2413274363485458E-001                  2.5691224860921963E-001                  9.7740079613669630E-004                  8.6831443693074859E-003                  3.1275266266472127E-003                  8.5817355631594879E-003                  7.1924404406365150E-001                  2.5239225377762736E-001                                        0                                       13                  1.0000000000000000E-002                  1.2794590515864276E-002 
                                       2                                     2198                  2.8000000000000000E+005                  5.2552725051033056E+000                  9.9997243263689017E-001                  3.3294129011503301E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.1652554235263335E-002                  2.3569179775747061E-003                  9.9999999998824995E-001                  9.6794930443114657E-001                  6.1652554235263335E-002                  2.3569179775747061E-003                  9.9999999998824995E-001                  9.6794930443114657E-001                 -1.1112962326592297E-003                 -4.4694280260490174E+001                 -9.0678530333041500E+000                 -1.1112958602310158E-003                 -3.3185005855437648E-002                 -1.1486845770555207E+000                 -4.4694280260490174E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2918338403725827E+031                  2.4455728342491946E+031                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1137794081697160E+031                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7586258450330927E+000                 -1.1934881939657969E-001                 -5.4272938899978716E-002                  4.5466135052381746E+000                  0.0000000000000000E+000                  1.7484150480176663E+001                  2.1530019688968096E+000                  7.1919394852335321E+000                  6.1031506495963528E-001                  8.6142137256375639E-001                  1.2682211016031602E+000                  7.2285221076293771E-001                  2.5802674963495059E-001                  7.0546571657426462E-004                  8.7401531574729952E-003                  3.1275362209092919E-003                  8.5817514143698599E-003                  7.1924257179167228E-001                  2.5239405351146355E-001                                        0                                        5                  1.0000000000000000E-002                  1.2794590515864276E-002 
                                       3                                     1954                  6.0400000000000000E+005                  5.5105450102066120E+000                  9.9997243263689017E-001                  3.3294129011503301E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  7.8593595675802652E-002                  3.9727857585992541E-003                  9.9999999998668743E-001                  9.6573897354430860E-001                  7.8593595675802652E-002                  3.9727857585992541E-003                  9.9999999998668743E-001                  9.6573897354430860E-001                 -4.2706210586878075E-002                 -4.5047274873547607E+001                 -9.1663100104351418E+000                 -4.2706210260154469E-002                 -7.4655094740657568E-002                 -1.1919113437648814E+000                 -4.5047274873547607E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.0998957657352879E+031                  2.7577132417557281E+031                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.9963280199407303E+031                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7561703603792398E+000                 -1.3636234161294697E-001                 -5.7868730700455756E-002                  4.5538050888391295E+000                  0.0000000000000000E+000                  1.7483509907817879E+001                  2.1629149688066516E+000                  7.1816054592930847E+000                  6.1107722854850544E-001                  8.6061291249469274E-001                  1.2702469301882269E+000                  7.2123168162706863E-001                  2.5943750471762367E-001                  4.8117239353938991E-004                  8.8105785375655905E-003                  3.1275196823990440E-003                  8.5817086151009046E-003                  7.1923980739208981E-001                  2.5239679027331696E-001                                        0                                        5                  1.0000000000000000E-002                  1.2794590515864276E-002 
                                       4                                     1833                  1.1872000000000000E+006                  5.7658175153099176E+000                  9.9997243263689017E-001                  3.3294129011503301E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  7.8798376469795650E-002                  6.8610524113175428E-003                  9.9999999998668743E-001                  9.6382457338912120E-001                  7.8798376469795650E-002                  6.8610524113175428E-003                  9.9999999998668743E-001                  9.6382457338912120E-001                 -8.9442710894121674E-002                 -4.5355649915642083E+001                 -9.2715299375728932E+000                 -8.9442710608561862E-002                 -1.2082607839554349E-001                 -1.2461246737459055E+000                 -4.5355649915642083E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.0012405223824447E+031                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7539959686759867E+000                 -1.5088707432593665E-001                 -6.0782313650444612E-002                  4.5596322547391068E+000                  0.0000000000000000E+000                  1.7483689888700244E+001                  2.1715188686435867E+000                  7.1735181454183747E+000                  6.1194878940351705E-001                  8.5968670592141405E-001                  1.2725565540060813E+000                  7.1937432727573336E-001                  2.6111555091824917E-001                  2.9932875181713168E-004                  8.8644924420398820E-003                  3.1274904499865972E-003                  8.5816328606606110E-003                  7.1923465864531566E-001                  2.5240083395929885E-001                                        0                                        5                  1.0000000000000000E-002                  1.2794590515864276E-002 
                                       5                                     1749                  2.2369600000000000E+006                  6.0210900204132241E+000                  9.9997243263689017E-001                  3.3294129011503301E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.3956061402166919E-002                  1.2975617381349953E-002                  9.9999999998512490E-001                  9.6221503964343369E-001                  6.3956061402166919E-002                  1.2975617381349953E-002                  9.9999999998512490E-001                  9.6221503964343369E-001                 -1.2047780530208932E-001                 -4.5656335806417566E+001                 -9.3924036482074662E+000                 -1.2047780506989132E-001                 -1.4897297453902894E-001                 -1.3176605616614800E+000                 -4.5656335806417566E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7521306149792335E+000                 -1.6191947515583202E-001                 -6.2567806671885981E-002                  4.5632032407819896E+000                  0.0000000000000000E+000                  1.7486092855717548E+001                  2.1818463195819744E+000                  7.1662842637717699E+000                  6.1335700276637395E-001                  8.5820497034759002E-001                  1.2763028934373621E+000                  7.1640644541948917E-001                  2.6366791445865573E-001                  1.6836873723993052E-004                  9.0244566383445926E-003                  3.1274388878994842E-003                  8.5814992781229529E-003                  7.1922549596070173E-001                  2.5240734280439636E-001                                        0                                        5                  1.0000000000000000E-002                  1.2794590515864276E-002 
                                       6                                     1687                  4.1265280000000000E+006                  6.2763625255165296E+000                  9.9997243263689017E-001                  3.3294129011503301E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999998512490E-001                  9.6080472735967271E-001                  3.8575726307145120E-002                  3.0788859601582407E-002                  9.9999999998512490E-001                  9.6080472735967271E-001                  3.8575726307145120E-002                  3.0788859601582407E-002                 -1.3886046142712838E-001                 -4.5938210720263847E+001                 -9.5200267738792750E+000                 -1.3886046124656987E-001                 -1.6255607792417795E-001                 -1.4137707007470777E+000                 -4.5938210720263847E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7508626387382478E+000                 -1.6628877375154669E-001                 -6.2216503487771975E-002                  4.5625006344137615E+000                  0.0000000000000000E+000                  1.7490674138088004E+001                  2.1937540590569240E+000                  7.1598871480513075E+000                  6.1514707167093230E-001                  8.5632906148394383E-001                  1.2810630838033152E+000                  7.1265129310500352E-001                  2.6693075756794721E-001                  8.5129584087984689E-005                  9.2199186956645595E-003                  3.1273476006113870E-003                  8.5812626275022091E-003                  7.1920965719572338E-001                  2.5241864145828447E-001                                        0                                        5                  1.0000000000000000E-002                  1.2794590515864276E-002 
                                       7                                     1626                  7.5277504000000004E+006                  6.5316350306198361E+000                  9.9997243263689017E-001                  3.3294129011503301E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999998512490E-001                  9.5957080442059428E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999998512490E-001                  9.5957080442059428E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4642183840244696E-001                 -4.6138990296405822E+001                 -9.6124034493547601E+000                 -1.4642183825392091E-001                 -1.6551672255157768E-001                 -1.5128015830325525E+000                 -4.6138990296405822E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7507063274893744E+000                 -1.6118147380080428E-001                 -5.9350231014653990E-002                  4.5567680894675258E+000                  0.0000000000000000E+000                  1.7494768266023069E+001                  2.2038303952919751E+000                  7.1553341342337653E+000                  6.1755752274199815E-001                  8.5381787846540314E-001                  1.2874718015274589E+000                  7.0762683934808990E-001                  2.7134614593578749E-001                  4.1168013635289854E-005                  9.4660815501325310E-003                  3.1271853115359327E-003                  8.5808417781266209E-003                  7.1918246362524829E-001                  2.5243922160833959E-001                                        0                                        6                  1.0000000000000000E-002                  1.2794590515864276E-002 
                                       8                                     1602                  1.3649950720000001E+007                  6.7869075357231416E+000                  9.9997243263689017E-001                  3.3294129011503301E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999998356237E-001                  9.5885917363183237E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999998356237E-001                  9.5885917363183237E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4813976051947547E-001                 -4.6234539203500837E+001                 -9.6583088153261922E+000                 -1.4813976038531790E-001                 -1.6335034227414180E-001                 -1.6113613411269812E+000                 -4.6234539203500837E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7513043353931907E+000                 -1.5237532099814982E-001                 -5.6143170420959128E-002                  4.5503539682801355E+000                  0.0000000000000000E+000                  1.7498425055437490E+001                  2.2116837882704816E+000                  7.1530724102501546E+000                  6.2056766294726085E-001                  8.5069231814017043E-001                  1.2954506523759119E+000                  7.0137469278542242E-001                  2.7710634899961956E-001                  2.3278782563807287E-005                  9.6609689431677703E-003                  3.1268950105184912E-003                  8.5800887387767078E-003                  7.1913504008276952E-001                  2.5247708663243829E-001                                        0                                        6                  1.0000000000000000E-002                  1.2794590515864276E-002 
                                       9                                     1601                  2.3649950719999999E+007                  7.0000000000000000E+000                  9.9997243263689017E-001                  3.3294129011503301E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999998356237E-001                  9.5879301390477667E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999998356237E-001                  9.5879301390477667E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4669405525739843E-001                 -4.6258275811497839E+001                 -9.6735709554629210E+000                 -1.4669405512830402E-001                 -1.5857480605808305E-001                 -1.7155613131200016E+000                 -4.6258275811497839E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7517952228354106E+000                 -1.4704586717003429E-001                 -5.4460218391340916E-002                  4.5469880642208995E+000                  0.0000000000000000E+000                  1.7501673013465496E+001                  2.2184205436994935E+000                  7.1523224994971102E+000                  6.2464482851851966E-001                  8.4651982132871739E-001                  1.3063107329091022E+000                  6.9302940628371645E-001                  2.8462961717596691E-001                  1.8729021034131898E-005                  9.9940579502777929E-003                  3.1264129690337238E-003                  8.5788361838911517E-003                  7.1905896424920834E-001                  2.5254041152821838E-001                                        0                                        9                  1.0000000000000000E-002                  1.2794590515864276E-002 
