                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.03.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20240702"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140                                      141                                      142                                      143                                      144                                      145                                      146                                      147                                      148                                      149                                      150                                      151                                      152                                      153                                      154                                      155                                      156                                      157 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                screened_rate_r_b8_gp_be7            screened_rate_r_b8_wk_he4_he4                screened_rate_r_be7_pg_b8               screened_rate_r_be7_wk_li7               screened_rate_r_c12_ag_o16               screened_rate_r_c12_ap_n15               screened_rate_r_c12_pg_n13               screened_rate_r_c13_pg_n14              screened_rate_r_f17_ap_ne20               screened_rate_r_f17_gp_o16               screened_rate_r_f17_pa_o14              screened_rate_r_f17_pg_ne18               screened_rate_r_f17_wk_o17               screened_rate_r_f18_gp_o17               screened_rate_r_f18_pa_o15              screened_rate_r_f18_pg_ne19               screened_rate_r_f18_wk_o18               screened_rate_r_f19_gp_o18               screened_rate_r_f19_pa_o16              screened_rate_r_f19_pg_ne20              screened_rate_r_h1_h1_ec_h2              screened_rate_r_h1_h1_wk_h2            screened_rate_r_h1_he3_wk_he4     screened_rate_r_h2_be7_to_h1_he4_he4             screened_rate_r_h2_h2_to_he4         screened_rate_r_h2_he3_to_h1_he4                screened_rate_r_h2_pg_he3               screened_rate_r_he3_ag_be7 screened_rate_r_he3_be7_to_h1_h1_he4_he4     screened_rate_r_he3_he3_to_h1_h1_he4       screened_rate_r_he4_he4_he4_to_c12               screened_rate_r_li7_pa_he4             screened_rate_r_mg22_ga_ne18               screened_rate_r_n13_ap_o16               screened_rate_r_n13_gp_c12               screened_rate_r_n13_pg_o14               screened_rate_r_n13_wk_c13               screened_rate_r_n14_ag_f18               screened_rate_r_n14_ap_o17               screened_rate_r_n14_gp_c13               screened_rate_r_n14_pg_o15               screened_rate_r_n15_ag_f19               screened_rate_r_n15_ap_o18               screened_rate_r_n15_pa_c12               screened_rate_r_n15_pg_o16             screened_rate_r_ne18_ag_mg22              screened_rate_r_ne18_gp_f17              screened_rate_r_ne18_wk_f18              screened_rate_r_ne19_ga_o15              screened_rate_r_ne19_gp_f18              screened_rate_r_ne19_wk_f19             screened_rate_r_ne20_ag_mg24              screened_rate_r_ne20_gp_f19              screened_rate_r_o14_ag_ne18               screened_rate_r_o14_ap_f17               screened_rate_r_o14_gp_n13               screened_rate_r_o14_wk_n14              screened_rate_r_o15_ag_ne19               screened_rate_r_o15_ap_f18               screened_rate_r_o15_gp_n14               screened_rate_r_o15_wk_n15              screened_rate_r_o16_ag_ne20               screened_rate_r_o16_ap_f19               screened_rate_r_o16_gp_n15               screened_rate_r_o16_pg_f17               screened_rate_r_o17_pa_n14               screened_rate_r_o17_pg_f18               screened_rate_r_o18_pa_n15               screened_rate_r_o18_pg_f19                 screened_rate_rc12ap_aux                 screened_rate_rn14pg_aux                screened_rate_rna23pa_aux                screened_rate_rna23pg_aux            screened_rate_rne18ap_to_mg22            screened_rate_rne19pg_to_mg22                screened_rate_rne20ap_aux            screened_rate_rne20ap_to_mg24            screened_rate_rne20pg_to_mg22                 screened_rate_ro16gp_aux                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                                center_h2                               center_he3                               center_he4                               center_li7                               center_be7                                center_b8                               center_c12                               center_c13                               center_n13                               center_n14                               center_n15                               center_o14                               center_o15                               center_o16                               center_o17                               center_o18                               center_f17                               center_f18                               center_f19                              center_ne18                              center_ne19                              center_ne20                              center_mg22                              center_mg24                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                       1                                     2151                  6.2500000000000000E+003                  3.7958800173440750E+000                  9.9997243263689017E-001                  3.3297798490993323E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.1447807930597371E-002                  1.4108913998495868E-002                  1.3976258560151522E-001                  1.2870720548608708E-001                  3.1447807930597371E-002                  1.4108913998495868E-002                  1.3976258560151522E-001                  1.2870720548608708E-001                 -1.7802820163756741E-001                 -4.6747403924746436E+001                 -9.9767450364927477E+000                 -1.7802820156853272E-001                 -1.8790759498320697E-001                 -1.8260125684689530E+000                 -4.6747403924746436E+001                  1.3346895290454888E-019                  3.5151597446500563E+032                  3.5308537995285024E+032                  1.8117184542382297E+036                  8.1289042887534441E-002                  0.0000000000000000E+000                  6.5922007125264634E+036                  7.1921031880134241E+035                  3.9541776797201414E-024                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9151494691578969E+013                  6.7429017094233885E+032                  0.0000000000000000E+000                  4.2737213376923155E+017                  3.1120841332613638E+014                  1.4593241306114355E+029                  0.0000000000000000E+000                  5.3564460114297849E+023                  1.3811709534551314E+020                  2.4514588526849111E+035                  1.2356103390905441E+038                  1.5662979839470793E+031                  6.5314467794465459E+017                  4.2579917930039181E+017                  3.8820436263216263E+034                  1.2376735911658828E+038                  1.8121381902279480E+036                  3.2674418579330270E+015                  5.3642901689984250E+037                  5.8754308532806832E-009                  1.8117181906160720E+036                  0.0000000000000000E+000                  2.8826413305692658E-006                  0.0000000000000000E+000                  2.7428043306405586E+022                  6.5922006836913997E+036                  9.9140163318333068E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8361648261965588E+034                  5.1597178661289844E-005                  0.0000000000000000E+000                  1.3999580728195986E+036                  6.5198625508137699E+032                  1.1422311906149382E-052                  0.0000000000000000E+000                  3.6281157213320047E+013                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7664520749602259E+014                  5.1480911967206618E-020                  0.0000000000000000E+000                  7.1604396608816481E-033                  2.8496559581921499E-028                  0.0000000000000000E+000                  2.6037701646649198E+022                  1.5795809522257883E-021                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8361648218808803E+034                  1.3618726119370986E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7485318640271261E+032                  2.4857729423533073E+029                  1.4605633512506521E+029                  1.0184964094521628E+034                  1.5707030027068354E+031                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4720361932203663E-056                  3.0846516739463992E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1774527774067106E+028                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3620245506553563E+030                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7531922460947436E+000                 -1.2800002458673204E-001                 -4.7731343618355654E-002                  4.5335303146749286E+000                  0.0000000000000000E+000                  1.7505812438232017E+001                  2.1822831679552115E+000                  7.1871487405569852E+000                  6.1504420844660324E-001                  8.5632158396397118E-001                  1.2805943016573267E+000                  7.1262728491668370E-001                  5.5843799982202087E-018                  6.6128784174192663E-005                  2.6843927359225189E-001                  2.8212427549602769E-015                  4.0207651030172677E-011                  0.0000000000000000E+000                  9.7777760418539679E-004                  4.5213032079642737E-005                  5.7790252743514004E-014                  3.4618561516441917E-003                  1.8558802135709572E-006                  0.0000000000000000E+000                  1.8208880202810310E-016                  8.6546830873606238E-003                  3.7826473533548451E-006                  2.1021840432713434E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6609242666434553E-011                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9290884591832392E-003                  4.4252830079024366E-013                  3.7720339071174278E-003                  3.1494081104751870E-003                  8.6417649319289053E-003                  7.1229861232764657E-001                  2.6745348049091544E-001                                        4                                       10 
                                       2                                     1904                  1.2500000000000000E+004                  3.7958800173440750E+000                  9.9997243263689017E-001                  3.3297798490993323E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999998356237E-001                  9.7059530914225600E-001                  7.7781044568731583E-003                  3.9625990082295375E-003                  9.9999999998356237E-001                  9.7059530914225600E-001                  7.7781044568731583E-003                  3.9625990082295375E-003                 -1.7890650690764953E-001                 -4.6895238329902860E+001                 -9.9789663628949210E+000                 -1.7890650683882797E-001                 -1.8876921164338512E-001                 -1.8276168065007736E+000                 -4.6895238329902860E+001                  4.8822403881485637E-021                  3.5576540037014615E+032                  3.5576540375680716E+032                  1.8057416444598640E+036                  2.3273294170752003E-002                  0.0000000000000000E+000                  6.5909929281907062E+036                  7.2501197425515177E+035                  9.1143353752269681E-025                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3868877872527820E+013                  6.7347193191541009E+032                  0.0000000000000000E+000                  3.5876868972972474E+017                  2.6150591742895712E+014                  1.4575003180621310E+029                  0.0000000000000000E+000                  1.0186981706665178E+024                  2.6270252681871642E+020                  2.4521897361867855E+035                  1.2359000973019189E+038                  1.5654569629016125E+031                  6.5568753280617754E+017                  4.2601669621286682E+017                  3.8797016429729525E+034                  1.2379643273144608E+038                  1.8060970385504097E+036                  2.9514526609121550E+015                  5.3397787077783463E+037                  4.1802794422915723E-009                  1.8057414709230326E+036                  0.0000000000000000E+000                  1.0497588605301492E-006                  0.0000000000000000E+000                  2.5294515419827927E+022                  6.5909929056838639E+036                  7.8469791922817372E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8319075562800279E+034                  3.9406912633581895E-005                  0.0000000000000000E+000                  1.3656174848683947E+036                  6.3608315609295321E+032                  2.8753536632946576E-053                  0.0000000000000000E+000                  3.3868679113456438E+013                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6150590412227303E+014                  2.4582442270682666E-020                  0.0000000000000000E+000                  2.3937866688534527E-033                  9.7483998739196235E-029                  0.0000000000000000E+000                  2.5294514829556927E+022                  3.9520406125922316E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8319075296595638E+034                  9.4195092928683830E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7347192048508241E+032                  2.4796533289514364E+029                  1.4575002684622538E+029                  1.0176797871764247E+034                  1.5705221970626345E+031                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3592395597401533E-056                  2.1811495211639039E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1612798723645216E+028                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3005311950886349E+030                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7531260248851126E+000                 -1.2852195803521207E-001                 -4.7859867923334430E-002                  4.5337873632848869E+000                  0.0000000000000000E+000                  1.7513263728935613E+001                  2.2053756859989369E+000                  7.1709342487153620E+000                  6.1528589062506001E-001                  8.5606434873581094E-001                  1.2812322992677159E+000                  7.1211539433658755E-001                  5.6995902725241365E-018                  5.9613752552479392E-005                  2.6893476962753537E-001                  2.0598096259947511E-015                  2.0349773980892133E-011                  1.0847745391366463E-020                  9.7301212606338704E-004                  5.1117520534688235E-005                  3.1634975310764042E-014                  3.4674538118350984E-003                  1.1511731432509919E-006                  5.0168792858366763E-028                  9.3589108118929983E-017                  8.6647481209504631E-003                  3.7894945198548058E-006                  2.1027068012747263E-005                  1.0060907104720429E-018                  2.4220202007859567E-020                  8.7597264620598171E-011                  3.8428025863583181E-038                  5.3906975216569938E-036                  1.9311825780470254E-003                  6.3533784421287093E-013                  3.7767402816018154E-003                  3.1494088153472956E-003                  8.6417662423640355E-003                  7.1229856700198357E-001                  2.6745351779406162E-001                                        4                                        3 
                                       3                                     1805                  2.3750000000000000E+004                  4.0511525224473806E+000                  9.9997243263689017E-001                  3.3297798490993323E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999998356237E-001                  9.7060195718868658E-001                  9.3125381831036247E-003                  1.9954719912892343E-003                  9.9999999998356237E-001                  9.7060195718868658E-001                  9.3125381831036247E-003                  1.9954719912892343E-003                 -1.8026276357685217E-001                 -4.6955539568429209E+001                 -9.9797074964141448E+000                 -1.8026276350793308E-001                 -1.9011004825310557E-001                 -1.8296449207779659E+000                 -4.6955539568429209E+001                  2.4480707772250471E-022                  3.4450294227009399E+032                  3.4450294227008376E+032                  1.7970357651894244E+036                  1.3313728659160952E-002                  0.0000000000000000E+000                  6.5937256535462372E+036                  7.3562008701618228E+035                  4.0062068788777019E-025                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1290803822517328E+013                  6.7339887177462662E+032                  0.0000000000000000E+000                  3.1022107935984928E+017                  2.2623191020302891E+014                  1.4573365633313116E+029                  0.0000000000000000E+000                  1.8295326858213862E+024                  4.7184244262271261E+020                  2.4529501544728075E+035                  1.2362052271772171E+038                  1.5637988577557721E+031                  6.2978814491848998E+017                  4.2620536523125734E+017                  3.8738958206074244E+034                  1.2382707877602619E+038                  1.7973800832166625E+036                  2.5776827278966305E+015                  5.3024010266490369E+037                  3.6383466579217157E-009                  1.7970357638566041E+036                  0.0000000000000000E+000                  6.8043883476330610E-007                  0.0000000000000000E+000                  2.4275844057744760E+022                  6.5937256535395031E+036                  7.1219906008375725E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8345010809076476E+034                  3.3741963004595799E-005                  0.0000000000000000E+000                  1.3142502719986115E+036                  6.1225335348835091E+032                  5.0328403567009275E-054                  0.0000000000000000E+000                  3.1290803827275629E+013                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2623191024367522E+014                  1.8335137196838079E-020                  0.0000000000000000E+000                  6.7248308636286769E-034                  2.8168281432862256E-029                  0.0000000000000000E+000                  2.4275844058036067E+022                  2.1321860116676755E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8345010809062687E+034                  8.1250965561431314E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7339887168931417E+032                  2.4789384403417557E+029                  1.4573365629907122E+029                  1.0181075013782049E+034                  1.5717599079173711E+031                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.4293072870924701E-057                  9.7965048779368590E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1558764957312203E+028                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2321368196155917E+030                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7530068154662879E+000                 -1.2943546342846968E-001                 -4.8078201782314076E-002                  4.5342240310028457E+000                  0.0000000000000000E+000                  1.7519575949581430E+001                  2.2221098475358114E+000                  7.1602216854357472E+000                  6.1569670707057456E-001                  8.5562842455370691E-001                  1.2823165491095170E+000                  7.1124590526883980E-001                  5.7732668357351508E-018                  5.4049575011317678E-005                  2.6977171802659949E-001                  1.6262502134593696E-015                  1.2643250289681639E-011                  5.0822586956447058E-021                  9.6515996106613200E-004                  5.8019236590183501E-005                  2.1122124141832355E-014                  3.4767026581763952E-003                  7.0896410009479211E-007                  2.1496849528273224E-028                  6.0300298723693162E-017                  8.6822667290851543E-003                  3.8001151211483828E-006                  2.1049767562341985E-005                  6.1889013229946317E-019                  1.4858350530257323E-020                  1.2528691375781119E-010                  1.4518830006309094E-038                  1.7786834360336536E-036                  1.9348354302156094E-003                  8.3603637176825913E-013                  3.7857841288436683E-003                  3.1494081530339430E-003                  8.6417645200163526E-003                  7.1229848518077088E-001                  2.6745358442513106E-001                                        4                                        5 
                                       4                                     1740                  4.4000000000000000E+004                  4.3064250275506870E+000                  9.9997243263689017E-001                  3.3297798490993323E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999998356237E-001                  9.7053006123407581E-001                  2.5433946059683632E-002                  1.4037330850200757E-003                  9.9999999998356237E-001                  9.7053006123407581E-001                  2.5433946059683632E-002                  1.4037330850200757E-003                 -1.8149771747018612E-001                 -4.6991374866662937E+001                 -9.9804789370507105E+000                 -1.8149771740119341E-001                 -1.9132171735580561E-001                 -1.8318964206486705E+000                 -4.6991374866662937E+001                  3.7383554531121541E-023                  3.1311397963917732E+032                  3.1311397963912187E+032                  1.7885473725306641E+036                  9.8750661575587959E-003                  0.0000000000000000E+000                  6.5982895388819294E+036                  7.5051311715606413E+035                  2.6270092018645230E-025                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9740517280000148E+013                  6.7326532056841172E+032                  0.0000000000000000E+000                  2.8340578757747504E+017                  2.0672059387632088E+014                  1.4570582120267165E+029                  0.0000000000000000E+000                  2.9280275558659786E+024                  7.5521982413336202E+020                  2.4543196520032219E+035                  1.2367344738526910E+038                  1.5621712312308569E+031                  5.6349096957904998E+017                  4.2649358995637344E+017                  3.8680271543161003E+034                  1.2388019907892728E+038                  1.7888603652321761E+036                  2.0848241862056862E+015                  5.2674992479880964E+037                  3.3501849058477716E-009                  1.7885473717649897E+036                  0.0000000000000000E+000                  5.4252679259897330E-007                  0.0000000000000000E+000                  2.3593087807816408E+022                  6.5982895388757691E+036                  6.6933479151484320E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8361144910503029E+034                  2.9517662686567427E-005                  0.0000000000000000E+000                  1.2516323077482625E+036                  5.8316606765591782E+032                  1.8518862368329263E-054                  0.0000000000000000E+000                  2.9740517279976023E+013                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0672059387674341E+014                  1.5621869424593257E-020                  0.0000000000000000E+000                  3.3839342996798269E-034                  1.4421110025494722E-029                  0.0000000000000000E+000                  2.3593087807925430E+022                  1.5531212009600100E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8361144910498685E+034                  7.4370577912952848E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7326532056846822E+032                  2.4780335179748847E+029                  1.4570582120241903E+029                  1.0185607496071256E+034                  1.5730939945232322E+031                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3361155364735675E-057                  6.4237887826427179E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1502782662932170E+028                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1885352791529165E+030                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7528121161746517E+000                 -1.3093027220850079E-001                 -4.8436207589057305E-002                  4.5349400426163324E+000                  0.0000000000000000E+000                  1.7524854974007887E+001                  2.2351012826054668E+000                  7.1525207942603002E+000                  6.1637859869760270E-001                  8.5490765104271227E-001                  1.2841167824571222E+000                  7.0980660595343281E-001                  5.8204374085615952E-018                  4.9332379164563192E-005                  2.7114573155885630E-001                  1.3481738847757865E-015                  8.8314052186362018E-012                  2.8972407818775260E-021                  9.5845701707670758E-004                  6.6951470339462083E-005                  1.5770278872474638E-014                  3.4923487062650739E-003                  4.3273233471293332E-007                  1.1658194629421141E-028                  4.4036699306775154E-017                  8.7124802472801927E-003                  3.8174348409983302E-006                  2.1100225861172238E-005                  4.3686251792457171E-019                  1.0474298604651780E-020                  1.7671186898477506E-010                  7.2110300301168129E-039                  7.9687997561493183E-037                  1.9411571034689996E-003                  1.0805483223063026E-012                  3.8015849844378687E-003                  3.1494069614835503E-003                  8.6417614231810956E-003                  7.1229833747263749E-001                  2.6745370346404385E-001                                        4                                        4 
                                       5                                     1712                  8.0450000000000000E+004                  4.5616975326539926E+000                  9.9997243263689017E-001                  3.3297798490993323E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999998356237E-001                  9.7036971214425272E-001                  3.0584112096293692E-002                  1.0364745294855972E-003                  9.9999999998356237E-001                  9.7036971214425272E-001                  3.0584112096293692E-002                  1.0364745294855972E-003                 -1.8326594450434014E-001                 -4.7016333559312017E+001                 -9.9806241671535787E+000                 -1.8326594443508915E-001                 -1.9305925930173887E-001                 -1.8350079968908946E+000                 -4.7016333559312017E+001                  1.1260728988853093E-023                  2.9251080913738189E+032                  2.9251080913736107E+032                  1.7761618290791754E+036                  8.1307880185807237E-003                  0.0000000000000000E+000                  6.6053027585985546E+036                  7.7676384178761652E+035                  2.0358639780639307E-025                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8675301342375605E+013                  6.7395564410567762E+032                  0.0000000000000000E+000                  2.6490432300628640E+017                  1.9324899634517494E+014                  1.4586164943223608E+029                  0.0000000000000000E+000                  4.8354473072756278E+024                  1.2472964194861329E+021                  2.4567952172826330E+035                  1.2376686332743465E+038                  1.5598901827652272E+031                  5.2045676936774086E+017                  4.2696932246263187E+017                  3.8593670872791967E+034                  1.2397394917829060E+038                  1.7764542522259646E+036                  1.7627815984127980E+015                  5.2167306324186726E+037                  3.1630793357762187E-009                  1.7761618288280488E+036                  0.0000000000000000E+000                  4.6904956986091895E-007                  0.0000000000000000E+000                  2.3080919325053033E+022                  6.6053027585932974E+036                  6.3967476608476075E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8438058542135016E+034                  2.5326518526056410E-005                  0.0000000000000000E+000                  1.1561994188923238E+036                  5.3880655463091643E+032                  1.0294921460201136E-054                  0.0000000000000000E+000                  2.8675301342343984E+013                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9324899634516834E+014                  1.4027693847110772E-020                  0.0000000000000000E+000                  2.2612866344982389E-034                  9.7328811764581045E-030                  0.0000000000000000E+000                  2.3080919325098562E+022                  1.2766061245529802E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8438058542123505E+034                  6.9842285869332098E-009                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7395564410644618E+032                  2.4803191692466621E+029                  1.4586164943401794E+029                  1.0200541828913281E+034                  1.5759734000375738E+031                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4195347935961404E-057                  4.9548618793676433E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1492355569701345E+028                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1816662263731131E+030                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7525201824925851E+000                 -1.3319473618244759E-001                 -4.8984572211897344E-002                  4.5360367718620118E+000                  0.0000000000000000E+000                  1.7529552913256371E+001                  2.2456978119987641E+000                  7.1470101911924102E+000                  6.1746799828909138E-001                  8.5376129732556538E-001                  1.2869942618742416E+000                  7.0751606067960737E-001                  5.8441975899536832E-018                  4.5682560781200645E-005                  2.7332026891801353E-001                  1.1721519887398779E-015                  6.7974677358745215E-012                  1.9294591685047604E-021                  9.4936496919449935E-004                  7.9216569540401909E-005                  1.2743179570259701E-014                  3.5191266059949595E-003                  2.7847288207242974E-007                  7.4972721216127855E-029                  3.5337565915827130E-017                  8.7640044841510983E-003                  3.8462149112552315E-006                  2.1196273033375011E-005                  3.4177520367028549E-019                  8.1940727228683144E-021                  2.5313748693900109E-010                  4.3883097474812837E-039                  4.4939302266795525E-037                  1.9519907738405455E-003                  1.4157677216762837E-012                  3.8289632166850127E-003                  3.1494048309359886E-003                  8.6417558874172309E-003                  7.1229807042412907E-001                  2.6745391536870439E-001                                        4                                        4 
